,channel_variance,mean_amplitude,median_amplitude,mean_derivative_value,median_derivative_value,power_spectral_density_max
i,0.150629563497152,-4.950954860746022e-05,-0.038,1.2491319444444591e-05,0.000499999999999997,2.6400620778703727
ii,0.5021972584194255,0.0001665321180584871,-0.182,1.870225694444398e-05,0.0,6.512251482395525
iii,0.11950829769588008,0.00021654513888472884,-0.1155,6.210937499999874e-06,-0.0002500000000000002,9.414632722011557
avr,0.2965363848539219,0.0001910503472238846,0.115,-1.559678819444441e-05,-0.0002500000000000002,3.2292028641439363
avl,0.00948594011995489,7.022569444303495e-06,0.0075,3.133680555555119e-06,0.0002500000000000002,4.761278586402706
avf,0.2731959768992139,-5.864583333200265e-05,-0.1655,1.2454427083333284e-05,0.0,6.536552924940596
v1,0.19709584090272655,7.31249999982325e-05,0.0615,-8.641493055555608e-06,0.0002500000000000002,11.429022559389947
v2,0.06273366109819328,-1.5794270832930476e-05,0.0775,7.628038194444436e-06,0.0002500000000000002,29.833157542733783
v3,0.08151859644681995,-0.00020778211805540085,0.1065,6.263020833333089e-06,0.0002500000000000002,50.30380212057468
v4,0.07109295887492853,0.000297608506944252,0.09,9.223090277777585e-06,0.0002500000000000002,51.81700739360538
v5,0.07397333464511475,3.1510416668247324e-05,-0.003,7.894965277777544e-06,0.0,6.695270449712761
v6,0.05342444236418436,0.0001853732638888661,0.019,5.219184027777802e-06,0.0,7.562208712767635
vx,0.23026612086926362,-6.736979167362246e-05,-0.1055,1.4394531249999942e-05,0.00024999999999997247,4.023187622697486
vy,0.0664907217736774,5.0789930556993174e-05,-0.0735,4.3771701388888095e-06,0.0,6.7515101072435595
vz,0.06971023108058061,-0.00017786024305568323,-0.0085,-1.0195312499999747e-05,0.0,6.167241476890408
