,channel_variance,mean_amplitude,median_amplitude,mean_derivative_value,median_derivative_value,power_spectral_density_max
i,0.046817326231951464,0.00012072959370755941,0.0475,5.843165683431662e-06,0.0,1.0059231729302698
ii,0.28288866984872063,-0.00011693830617061498,0.0055,1.5150568276505604e-05,0.0,1.3846114197825548
iii,0.11283606286402542,-0.00013608639136177578,-0.0605,9.303236343032402e-06,0.0,1.7344607010425321
avr,0.13667805529869706,4.9557544244833133e-05,-0.032,-1.049895010498928e-05,0.0,0.7809676659747983
avl,0.00913692817479264,-0.00017386594673876574,0.012,-1.7269106422690814e-06,0.0,1.0015273383472956
avf,0.18614232373743214,0.00012429590374454932,-0.0265,1.2225860747258744e-05,0.0,1.3135168270156004
v1,0.034772136628861056,-8.072942705685839e-05,0.028,-1.972719394727314e-06,0.0,11.72610149672967
v2,0.11039751801408108,-0.0001584966503346964,0.044,3.114271906142717e-06,0.0,31.62596032094888
v3,0.11967224486032152,-0.00016147135286490917,0.065,3.1246875312475686e-07,-0.0002500000000000002,49.1735070256173
v4,0.06021898248088622,8.610388961115724e-05,0.043,-1.1248875112487061e-07,-0.0002500000000000002,19.979662991641767
v5,0.01108267837588259,-0.00014118588141179254,0.0105,6.04106256041057e-07,-0.0002500000000000002,5.697324266436497
v6,0.010260284623568821,-0.00024977085624804937,0.0165,-1.3956937639571782e-07,0.0,1.8410959715054147
vx,0.007644905141897768,4.73535979734455e-05,-0.001,1.5310968903109485e-06,0.0,1.6804299241166394
vy,0.01778729541489798,0.000126383195014065,-0.0105,3.0892744058928714e-06,0.0,1.6191360031275583
vz,0.1956435572729789,-0.0001865730093626455,0.003,-1.0798920107989278e-05,0.0,3.6092910974548036
