,channel_variance,mean_amplitude,median_amplitude,mean_derivative_value,median_derivative_value,power_spectral_density_max
i,0.007789898788328942,7.323350694451521e-05,0.017,8.051215277778147e-07,0.0002500000000000002,2.564603218432541
ii,0.03320241389207867,-0.00015252170138923304,0.0475,-2.721354166666682e-06,0.0,3.0146985779814566
iii,0.041084985241970386,0.00016404513888935757,0.0135,-3.5308159722222086e-06,-0.0002500000000000002,9.505940183217058
avr,0.010226797350989685,-2.4045138893235127e-06,-0.0185,9.613715277777748e-07,0.0,0.6567137375167835
avl,0.016128451789956633,3.975260416692941e-05,0.021,2.1701388888889287e-06,0.0002500000000000002,5.355707832802738
avf,0.03519711843863867,1.0772569444831254e-05,0.035,-3.1315104166666773e-06,0.0,5.619842840357546
v1,0.13449515112721813,6.176215277887573e-06,-0.0115,1.0184461805555403e-05,0.0002500000000000002,4.386822154947858
v2,0.24619964960097596,-0.0001479817708312934,-0.002,1.299479166666667e-05,0.0005000000000000004,21.140376045559623
v3,0.13909558734331187,-0.00015748263888938182,-0.004,9.90017361111102e-06,0.0002500000000000002,17.63625320684774
v4,0.13671271894777046,0.00020941840278012396,0.0225,1.0876736111111062e-05,0.0002500000000000002,9.235725609819248
v5,0.1733587520917335,3.6458333307175295e-06,0.02,1.2960069444444359e-05,0.0,2.1702934079996634
v6,0.3221222831607307,-0.00019325954861654758,-0.008,1.6584201388888912e-05,0.0,2.0737055846088275
vx,0.025774827508217395,-0.00013154079861129266,0.026,5.848524305555427e-06,0.0,0.6138093366430807
vy,0.14556447169975367,-8.289930555641483e-05,0.0875,-9.904513888888906e-06,0.0,5.0671757984631425
vz,0.003175768279509185,-0.00016881944444448548,-0.0045,-5.078125000000399e-07,0.0,0.5068472002815739
