,channel_variance,mean_amplitude,median_amplitude,mean_derivative_value,median_derivative_value,power_spectral_density_max
i,0.3764425883017441,-9.607372595965186e-05,0.0465,1.585258140852569e-05,0.0002500000000000002,4.463642796422582
ii,0.5707888968279586,0.00015371379529226204,0.072,2.0000083325001062e-05,0.0002500000000000002,8.051248417090296
iii,0.056750216393484335,-0.0002446505349471205,0.004,4.143335666433246e-06,0.0,6.371655636032632
avr,0.45943044533510874,-2.714728526933833e-05,-0.0515,-1.792112455421088e-05,-0.0002500000000000002,5.222838419342473
avl,0.0738812297911691,9.152418091335583e-05,0.04,5.853581308535767e-06,0.0,2.621529394445494
avf,0.21965828625195755,-4.732860047360965e-05,0.047,1.2067543245675156e-05,0.0002500000000000002,5.902670927607593
v1,0.06811651851277353,0.0002029213745285329,-0.0465,3.457987534579839e-07,0.0,2.377896994675164
v2,0.19281531621745526,3.669633036259605e-05,0.044,9.913591974135868e-06,0.0002500000000000002,23.975353520280034
v3,0.1227038119647582,9.178248841579449e-05,0.049,6.601423191014171e-06,0.0002500000000000002,29.723705545147087
v4,0.10042799709034479,-0.00013264090257537114,0.053,7.457587574575681e-06,0.0002500000000000002,21.872219546511232
v5,0.05658188584463247,0.00017933623304288254,-0.0115,3.7496250374961827e-06,0.0002500000000000002,17.60405138117458
v6,0.09287085461932736,-0.00020224644202191468,-0.037,8.79703696297021e-06,0.0002500000000000002,7.566539238940611
vx,0.0257322300936117,-8.187514581926024e-05,-0.0175,2.0602106456021614e-06,0.0002500000000000002,9.605643985344736
vy,0.03728355632783791,0.00014211912142104803,-0.031,2.008132520081258e-06,0.0,5.702929521455283
vz,0.04118585346219905,2.3414325234433402e-05,-0.036,9.519881345198936e-07,0.0,8.882656695376417
