,channel_variance,mean_amplitude,median_amplitude,mean_derivative_value,median_derivative_value,power_spectral_density_max
i,0.04671787485906141,0.0002098290170981327,-0.053,2.9059594040594087e-06,0.0,10.005658914042407
ii,0.22095457252282352,0.00015115155151179584,0.0395,1.2319601373195972e-05,-0.0002500000000000002,5.4052508311500205
iii,0.1792263907859702,0.0001420607939170636,0.1325,9.419891344198917e-06,-0.0002500000000000002,3.213982550039986
avr,0.08903982035275783,-9.759440722600203e-05,0.0315,-7.605489451054893e-06,0.0,6.781118858283943
avl,0.05772849823701613,0.00015403043029088727,-0.0735,-3.2517581575175813e-06,0.0002500000000000002,5.762244540488855
avf,0.18840443319228606,-0.00010645185481256593,0.089,1.0867663233676817e-05,-0.0002500000000000002,1.3151079956923473
v1,0.08569607777656771,-2.033546645304444e-05,-0.0085,-4.541212545412238e-06,0.0005000000000000004,24.196457131846845
v2,0.10820257699471428,-0.0002189156084397611,-0.027,-3.497566909975579e-06,0.0005000000000000004,66.09212253278312
v3,0.0956433350557071,-0.0002506166050052586,-0.033,-3.672549411725468e-06,0.0005000000000000004,46.97255126038004
v4,0.08056814661834427,-0.0002854464553543253,-0.0615,-9.51988134519922e-07,0.0004999999999999987,24.659535828473484
v5,0.07911147795836046,-0.000234997333598407,-0.0565,-3.7454587874545565e-06,0.0,13.146689605000487
v6,0.05050140774398771,0.00021291204212883026,-0.048,-4.282905042829065e-06,0.0,6.291550386586643
vx,0.045202647208477206,0.00040886744658823285,-0.0465,1.6873312668732616e-06,0.0,9.825607005697753
vy,0.06490175492054995,4.696613671920179e-05,0.0585,6.1722994367229505e-06,-0.0002500000000000002,2.1254123618102807
vz,0.024050220618250375,0.00014465220144653705,0.021,-2.5684931506849443e-06,-0.0002500000000000002,12.732003102224471
