,channel_variance,mean_amplitude,median_amplitude,mean_derivative_value,median_derivative_value,power_spectral_density_max
i,0.08003490603222242,-0.00012026041666571544,-0.03,2.65494791666668e-05,0.0,4.279407945292327
ii,0.04685302538746752,-1.1263020834452365e-05,-0.027,2.0846354166666545e-05,0.0,6.881238568582415
iii,0.030589390456813314,0.00010414062500016478,-0.007,-5.6966145833333065e-06,0.0,8.524412253912189
avr,0.05579579259069788,6.67838541660822e-05,0.038,-2.370442708333312e-05,0.0,2.532937536140046
avl,0.04360047406778665,0.00013444010416714628,0.0035,1.611979166666669e-05,0.0,4.113288231945932
avf,0.018679792352232407,-0.00012613281250008134,0.0055,7.578125000000018e-06,0.00024999999999999935,7.102811678756515
v1,0.023699345124586754,-0.00010460937499997408,0.0265,1.0546874999999617e-06,0.0002500000000000002,5.097537104490288
v2,0.018768553278968078,1.1510416666887189e-05,0.0055,1.91406249999999e-06,0.0,3.457221199835444
v3,0.01777609292154107,6.240885416668762e-05,-0.0155,4.700520833333304e-06,0.00025,2.502210263077541
v4,0.05729428738321591,0.00042805989583338285,-0.035,3.131510416666714e-06,0.0002500000000000002,10.802107920252805
v5,0.022049038315535768,-0.0002457812499997362,-0.0185,-7.617187499999194e-07,0.0002500000000000002,3.3935183032146803
v6,0.010252054834624536,-0.0001644791666667205,-0.009,7.05729166666665e-06,0.0,1.684036261884459
vx,0.013420494584615425,-0.00020014322916660275,-0.0175,2.480468749999997e-06,0.0,3.002832856723564
vy,0.007977772428035263,-0.00011078125000008439,0.0,1.158854166666628e-06,-0.00025,4.776832608165272
vz,0.0071799389130109146,0.000262226562499941,-0.004,-3.001302083333388e-06,-0.0002500000000000002,1.1737776566812
