,channel_variance,mean_amplitude,median_amplitude,mean_derivative_value,median_derivative_value,power_spectral_density_max
i,0.021179299269387206,-5.5564236111006145e-05,-0.032,-1.0590277777777535e-06,0.0002500000000000002,12.61195073316061
ii,0.10231023199644135,6.757812499964256e-06,-0.089,2.428385416666532e-06,0.0002500000000000002,40.691571211207766
iii,0.101390845064399,0.0002491710069446164,-0.0595,3.4743923611112437e-06,0.0,50.05178868099698
avr,0.03638764402727923,2.4036458333272134e-05,0.0565,-6.835937499999466e-07,-0.0004999999999999996,13.15800008105761
avl,0.03569930276907353,-0.0001248437500001625,0.017,-2.2699652777777994e-06,0.0,20.859668800259332
avf,0.09653837360168992,0.00044457899305561907,-0.0705,2.944878472222271e-06,0.0002500000000000002,42.58603655799497
v1,0.02929343033587646,4.524305555562522e-05,-0.0165,-5.642361111111435e-08,0.0,17.633968906839804
v2,0.05053579850312336,-0.00017171874999986518,-0.046,1.8250868055556403e-06,0.0005000000000000004,15.194427277220457
v3,0.12841371037296842,-0.00027756510416725985,-0.078,1.373697916666767e-06,0.0007500000000000007,40.53876060694074
v4,0.2047641997983654,-0.00036485677083317213,-0.148,8.094618055556275e-07,0.0005000000000000004,69.45928927596508
v5,0.07622788945080987,3.323784722203413e-05,-0.0545,1.8402777777778566e-06,0.0004999999999999998,22.756735447310483
v6,0.03009081789385774,-2.5151909721859947e-05,-0.0315,1.3758680555556558e-06,0.0002500000000000002,8.507326448168842
vx,0.03447577984144999,0.0003116796875000303,-0.0665,6.054687500000157e-07,0.0002500000000000002,11.904570497188466
vy,0.11426756575791516,-0.00011805121527572457,-0.0185,7.0160590277775536e-06,0.0002500000000000002,37.81703323340547
vz,0.07356629242218275,0.00023860243055541768,0.0735,3.6675347222213854e-07,-0.0002499999999999933,32.76095698403409
