,channel_variance,mean_amplitude,median_amplitude,mean_derivative_value,median_derivative_value,power_spectral_density_max
i,0.8757285704565988,-1.3182015132781713e-05,0.26725,2.5499533379995147e-05,0.0,5.552179707569519
ii,0.04049894359561044,2.0856247707744106e-05,-0.0005,6.261873812618626e-06,0.0,0.4447971615746049
iii,0.6162356700531257,3.336333033190814e-05,-0.317,-1.9248075192481025e-05,0.0,5.517252932823395
avr,0.3040540543896228,-3.641302534110267e-06,-0.0985,-1.5877578908775996e-05,0.0,1.5678748275383834
avl,0.7358568189649278,-2.2751891476096603e-05,0.2895,2.2374845848748675e-05,0.0,5.448953418198023
avf,0.10941059965309793,5.903576308809349e-06,-0.141,-6.499350064993492e-06,0.0,1.5881447428159439
v1,0.115904328210332,-7.556744325197824e-05,0.0115,-8.580391960803982e-06,0.0002500000000000002,4.231453028488808
v2,0.12657216291678308,-4.195830416998289e-05,0.0765,-8.140852581408544e-06,0.0002500000000000002,9.588179125676591
v3,0.03213017120158787,-7.698396827113283e-05,0.0275,1.8602306436023796e-06,0.0,6.047665507903615
v4,0.12725006587636004,-0.00012405009499044024,0.1025,7.2305269473054605e-06,0.0,6.885661685906699
v5,0.1020084991411171,0.00016324200913242772,0.0515,5.105739426057271e-06,0.0,10.176477567002424
v6,0.07771546294733367,0.0001407650901563138,0.121,6.982635069826406e-06,0.0,2.1980811164090728
vx,0.02824461163520963,0.00024311735493133036,-0.0175,3.541312535413518e-07,0.0,4.723517279965459
vy,0.06116797325070611,-0.0002369346398688279,-0.0115,7.978368829783716e-06,0.0,0.4226609640182251
vz,0.018193471832866993,0.00021451188214485079,0.0175,1.7081625170817513e-06,0.0,1.4129535047187114
