,channel_variance,mean_amplitude,median_amplitude,mean_derivative_value,median_derivative_value,power_spectral_density_max
i,0.10283373020814003,0.00013932725694633386,-0.0105,-6.5863715277777955e-06,0.0,5.689043633346127
ii,1.4922408811537116,0.00011150607638882484,0.549,2.5305989583333198e-05,0.0,2.1620563503758468
iii,1.763114934293247,-3.6310763888448905e-05,0.7085,3.189236111111132e-05,0.0,2.519073541045751
avr,0.356618502216954,5.4275173611860495e-05,-0.1635,-9.351128472222331e-06,0.0,3.4856483596448875
avl,0.559919448001196,-0.0001588671874982495,-0.359,-1.9233940972222033e-05,0.0,3.2479030896819348
avf,1.601966289376732,3.7821180559032883e-05,0.651,2.8593749999999936e-05,0.0,1.3980558351978802
v1,0.9244329761660345,-1.605034722405887e-05,0.056,5.837673611109644e-07,0.0002500000000000002,7.51955059701482
v2,1.3957831422910645,0.00018002604167377013,0.217,7.816840277777712e-06,0.0002500000000000002,14.446256060706736
v3,1.2473893389776123,-0.00012080729166658484,0.0265,4.622395833331834e-07,0.00024999999999997247,18.099691698330556
v4,1.0078645605982717,0.0002522265625024858,-0.1045,-5.288628472222371e-06,0.00024999999999997247,8.805910735912814
v5,1.0701919646081186,8.042534721725937e-05,-0.1295,-5.813802083333641e-06,0.0,5.079413753065243
v6,0.21780193193870537,-0.00020029079861249208,0.159,2.3198784722221156e-06,0.0,1.4226990163774147
vx,0.05282842823925806,5.960937499944565e-05,-0.033,-3.7803819444444255e-06,0.0,3.0465213523119656
vy,0.3696144863765497,0.0002592795138832551,0.1155,1.6957465277777915e-05,0.0,1.421305290356215
vz,0.1376840228469993,3.261284722368841e-05,0.0435,2.907986111110865e-07,0.0,2.8850382318686356
