,channel_variance,mean_amplitude,median_amplitude,mean_derivative_value,median_derivative_value,power_spectral_density_max
i,0.037332363757420856,0.0003383463541667198,-0.018,4.921875000000124e-06,0.0002500000000000002,19.514680227537763
ii,1.272259757080549,-0.0001688932291632855,0.1545,0.00011659505208333462,0.0005000000000000004,10.644325384353202
iii,1.2053343365931612,0.00017105468750432812,0.1675,0.00011166015624999977,0.00024999999999997247,32.860330108189146
avr,0.35348412376124916,2.877604169541391e-06,-0.084,-6.076822916666632e-05,-0.0005000000000000004,6.8745183535378365
avl,0.3032863260070704,-6.90104166652817e-06,-0.0885,-5.3372395833333847e-05,0.0,23.53491889586051
avf,1.2294478898870225,1.5234374979561082e-06,0.159,0.00011412109374999992,0.000250000000000028,16.867461572340567
v1,0.19098972704497127,-2.4088541680348784e-06,-0.07,-4.3372395833333224e-05,-0.0002500000000000002,15.784193697451911
v2,0.38665180699138996,0.00011507812499929742,0.015,-4.597656249999969e-05,0.000250000000000028,105.29503754054062
v3,0.4403548047284241,8.175781249728784e-05,0.012,-4.289713541666672e-05,0.0005000000000000004,147.22170811240804
v4,0.24785882197096162,-0.00016312499999965527,-0.074,-3.0976562499999754e-05,0.0005000000000000004,73.64176203178388
v5,0.46910491142830635,-0.00021058593749982962,-0.101,-3.806640625000038e-05,0.0002500000000000002,178.29174653212237
v6,0.5225067838978742,-5.402343750081416e-05,-0.12,-3.251302083333322e-05,0.0002500000000000002,216.0672511686236
vx,0.26142231539245075,-0.0001327473958333534,-0.038,7.005208333333347e-06,0.0002500000000000002,146.5648862855539
vy,0.6190758323808918,-0.00021061197916304574,0.10525,8.016927083333334e-05,0.0002500000000000002,12.724953466662912
vz,0.04591087815511774,-0.00015339843749977134,-0.017,-5.94401041666667e-06,0.0,17.955014419536173
