,channel_variance,mean_amplitude,median_amplitude,mean_derivative_value,median_derivative_value,power_spectral_density_max
i,0.17298243549895942,-7.191406250024022e-05,-0.0475,9.487847222222168e-06,0.0,64.73058626607293
ii,0.04203606567842238,-0.00020160156250055108,0.011,6.19791666666661e-06,0.0002500000000000002,2.894222489227199
iii,0.13864499492639945,-2.5125868055668423e-05,0.063,-3.292100694444411e-06,0.0,92.46135361414994
avr,0.0728640625511585,-8.487413194601469e-05,0.0225,-7.845052083333286e-06,0.0,10.992517972545828
avl,0.14525570541741395,0.000517656250000017,-0.0555,6.391059027777951e-06,0.0,77.85585890691316
avf,0.04709074774151716,-0.00011862847222231254,0.033,1.4496527777778462e-06,0.0002500000000000002,31.46151013721768
v1,0.3736656365147164,9.468315972254988e-05,0.078,-1.519097222222343e-06,0.0002499999999999998,294.83963527350375
v2,0.7902361528309076,-8.267361111129278e-05,-0.0305,1.2803819444441237e-06,0.0,700.165465408665
v3,0.9729988895267655,-0.00015100260416651384,0.0295,-4.190538194444487e-06,0.0002500000000000002,776.3989602253613
v4,0.41665554816249867,0.0001663454861107276,0.006,1.4670138888889597e-06,0.0002500000000000002,303.816802583674
v5,0.04336711547999334,-0.0001734418402778262,0.0085,3.667534722222175e-06,0.0,10.29282156111442
v6,0.0996902102221637,0.00016327690972440896,0.006,7.2200520833333215e-06,0.0,8.824901358947248
vx,0.0438932123061731,0.00010949218750035071,-0.028,1.818576388888883e-06,0.0,24.472133346984418
vy,0.03812396783959919,1.117187499980245e-05,0.0085,2.3372395833333426e-06,0.0,23.892978092438543
vz,0.1469478448105481,-8.165364583401864e-05,-0.075,-3.5980902777777665e-06,-0.0002500000000000002,94.6006552192434
