,channel_variance,mean_amplitude,median_amplitude,mean_derivative_value,median_derivative_value,power_spectral_density_max
i,0.02897413423170821,-7.677148951709708e-05,0.002,-1.803986268039863e-06,0.0,4.641253089291617
ii,0.04376234868145149,-0.0002366804986156599,0.003,5.374462553744846e-06,0.0,5.356780868023431
iii,0.04980170532079566,-0.0001608047528581024,0.0145,7.178448821784452e-06,0.0,0.7420426463329494
avr,0.023917596380478134,0.00015595523780975092,0.0205,-1.7831550178315012e-06,0.0,4.875257380874452
avl,0.028447547289280423,4.217494917146727e-05,0.0015,-4.497466919974578e-06,0.0,1.162033682739339
avf,0.03953838841752304,-0.00019764273572666185,0.014,6.278538812785544e-06,0.0,1.9300997950085503
v1,0.26968659788873645,0.0001644460553928882,-0.062,-7.199280071992701e-06,0.0,11.115889502788141
v2,0.24911907155346613,0.000244617204948335,-0.027,-4.797436922974282e-06,0.000250000000000028,49.233476795240385
v3,0.19234635014322213,0.00020808335833091046,0.0205,-3.564226910642219e-06,0.0005000000000000004,75.92235906486448
v4,0.06838698223593159,-0.0002476710662265817,-0.0375,3.003866280038737e-06,0.0005000000000000004,45.61574406364833
v5,0.05890526343420268,3.883361663851984e-05,-0.052,-9.165750091656744e-07,0.0002500000000000002,16.557823025785122
v6,0.08701896606551934,-0.00021920724594245614,0.0355,2.4289237742892353e-06,0.0,10.022187370869633
vx,0.05638427749136775,8.907442589191563e-05,0.0105,3.4809019098090715e-06,0.0002500000000000002,9.797021162793675
vy,0.12285625808681977,6.603506317014535e-06,0.0365,2.8997100289972677e-06,-0.00024999999999997247,3.9244304688064386
vz,0.07969320249349958,-0.00020326717328171738,0.011,4.845348798453828e-06,-0.0002500000000000002,21.16732368876567
