,channel_variance,mean_amplitude,median_amplitude,mean_derivative_value,median_derivative_value,power_spectral_density_max
i,0.01007596724868596,-6.499350066453745e-07,-0.0065,-5.207812552080541e-08,0.0,2.369049445469142
ii,0.22197604010268687,0.00019897593574018033,0.11,-6.0264806852647325e-06,0.0,4.918003400999611
iii,0.23672416174242092,0.00036453021364629126,0.1475,-5.974402559743961e-06,0.0,1.2655118488952897
avr,0.05681134203940646,-0.00010436456354186326,-0.031,3.0351131553511336e-06,0.0,3.3058144468422292
avl,0.06786396982337731,-0.000108768289837522,-0.096,2.958037529580342e-06,0.0,0.6943880249597939
avf,0.22682312975383134,3.210928906605924e-05,0.13,-5.9952338099521505e-06,0.0,2.5704966738651382
v1,0.1254269969652346,0.00011682581742035251,-0.139,7.574242575742496e-06,0.0,17.894925817423992
v2,0.1833145055195354,0.00020681265207122597,-0.163,1.056352698063532e-05,0.0,13.147936924166128
v3,0.09238730047617194,0.00041683748291811943,-0.1305,6.3472819384728685e-06,0.0002500000000000002,4.315609629726772
v4,0.44575829348557244,0.00011514681865185461,-0.2225,1.7964870179648735e-05,0.0002500000000000002,1.6644307801735572
v5,0.17181943786376397,0.0001538346165373289,-0.1285,9.853181348531761e-06,0.0002500000000000002,9.891549851946587
v6,0.14746597489205499,-0.0002498000199943541,-0.098,6.509765690097646e-06,0.0,6.4227944182803025
vx,0.0369237496050244,-0.0001691414191920641,0.0175,1.7498250174981312e-06,0.0,6.756842794641271
vy,0.11413446269265759,6.84514881842082e-05,0.136,-5.0349131753491655e-06,0.0,1.7156887299116639
vz,0.007125964952779018,9.529463720300546e-05,-0.0025,-1.329033763290343e-06,0.0,2.6580562058202757
