,channel_variance,mean_amplitude,median_amplitude,mean_derivative_value,median_derivative_value,power_spectral_density_max
i,0.06591331403634061,7.534722222432138e-05,-0.1015,6.742621527777717e-06,-0.0002500000000000002,3.2498722630028425
ii,0.020218624799306088,0.00014409288194403542,0.0375,2.289496527777734e-06,0.0,1.7708439025939757
iii,0.06456259836612907,-7.346354166800472e-05,0.0675,-4.444444444444493e-06,0.0,6.2940889331831595
avr,0.026918808203458013,-0.00032608940972254886,0.016,-4.522569444444438e-06,0.0,0.9955666033937952
avl,0.060168391844774016,0.00012098524305595807,-0.102,5.592447916666635e-06,0.0,3.7580534287267464
avf,0.0259005045680086,-0.00040266059027787784,0.0025,-1.078559027777765e-06,0.0,3.503935104330711
v1,0.28425695777485294,-1.2786458337021772e-05,0.0275,1.5253906249999992e-05,0.00024999999999997247,11.571003831008369
v2,0.31163054325497436,-0.00015045572916946504,0.023,1.5700954861111053e-05,0.0002500000000000002,40.100894479655494
v3,0.25764494658226483,-6.38888888901088e-05,0.0145,1.4192708333333225e-05,0.0002500000000000002,35.788898557454104
v4,0.09875717152503476,-4.091145833321562e-05,0.0035,6.035156249999989e-06,0.0,22.348407627435446
v5,0.3444325669365835,-0.00011608506944330603,-0.011,1.4140624999999758e-05,0.00024999999999997247,5.6276269832604235
v6,0.21111353079904038,-0.00021706597222262647,0.0245,1.2052951388888678e-05,0.0,1.313164254626402
vx,0.12405379397534237,-0.0001366145833322474,-0.0125,8.676215277777751e-06,0.0,1.0272735348062683
vy,0.02120140240641275,-0.0002937282986106764,0.0155,-3.4288194444444123e-06,0.0,2.3029716684322232
vz,0.027851262064172384,0.0002408203124995629,-0.045,3.4418402777776966e-06,0.0,5.869234689642624
