,channel_variance,mean_amplitude,median_amplitude,mean_derivative_value,median_derivative_value,power_spectral_density_max
i,0.034898886680892,-0.0002482291666670632,0.0095,1.2803819444444094e-06,0.0,7.588329063691598
ii,0.22132244329960848,-1.4843749999920067e-05,-0.128,-6.0915798611109824e-06,0.0002500000000000002,5.638834830749945
iii,0.21695157549001504,0.00023206597222487265,-0.1425,-7.3719618055554615e-06,0.0,16.30926405576581
avr,0.07387442958841912,0.000130542534725107,0.033,2.4023437499999466e-06,0.0,1.984087893113241
avl,0.07052765625239013,8.91449652788154e-05,0.03,4.325086805555605e-06,0.0,10.991846237414421
avf,0.2104113287799247,-0.00014070746527412262,-0.1635,-6.7317708333333134e-06,0.0,8.374946155894124
v1,0.03195814822926913,-0.0003375737847207737,0.0375,-9.548611111111157e-07,0.0,6.668843993333256
v2,0.06023394435488153,1.8237847222280458e-05,0.0425,3.530815972222142e-06,0.0002500000000000002,30.01576689498972
v3,0.0573135394831783,5.729166670166252e-07,0.0285,2.7300347222221586e-06,0.0002500000000000002,31.011396335176904
v4,0.07802510378903278,0.00019867187499990338,0.0215,-2.278645833333155e-07,0.0005000000000000004,21.840951910586465
v5,0.030024590619922253,0.0002697829861113954,0.0185,2.9600694444443246e-06,0.0,4.931943829038295
v6,0.025830748481350755,0.00011163628472250115,0.024,3.0598958333326456e-07,0.0,2.085459785483045
vx,0.023823265976958805,9.676649305635889e-05,0.01,4.889322916666725e-06,0.0,3.966321999545561
vy,0.13946406918682847,-0.00019844618055213866,-0.1175,-6.215277777777797e-06,0.0,4.9066361438477015
vz,0.02511278181530251,0.00013736979166665034,-0.0175,5.996093749999967e-06,-0.0002499999999999998,8.41890198720341
