,channel_variance,mean_amplitude,median_amplitude,mean_derivative_value,median_derivative_value,power_spectral_density_max
i,0.35564621284937425,0.00014179687500280773,-0.004,5.4459635416666645e-05,0.0002500000000000002,31.19561239112175
ii,0.8449066591536976,-0.000242786458332838,-0.0365,3.654947916666652e-05,0.0005000000000000004,343.13496920309973
iii,0.6821091909318581,9.868489583327875e-05,-0.0735,-1.789713541666642e-05,0.0005000000000000004,552.435279932835
avr,0.42972347850096543,-0.00019794270833320787,-0.058,-4.5494791666666584e-05,-0.0005000000000000004,49.04403610500145
avl,0.3076966776994759,-0.00023665364583440752,0.015,3.6171875000000295e-05,-0.0002500000000000002,206.05539336267998
avf,0.6745849972504342,-4.421874999876391e-05,-0.067,9.32291666666651e-06,0.0005000000000000004,439.94890901023507
v1,0.441174210124951,-1.6888020831969174e-05,0.0915,3.576171874999933e-05,0.0002500000000000002,203.9009996518831
v2,1.223719455724437,0.00019729166666659467,0.1515,3.1888020833333726e-05,0.0007499999999999729,795.9601330724727
v3,0.6173811843465121,4.466145833340636e-05,0.0345,9.238281249999949e-06,0.0010000000000000009,326.0110217219219
v4,0.44679251272890935,-5.050781250029242e-05,-0.0795,1.3541666666666719e-05,0.0012500000000000011,127.4749563647214
v5,0.2992177877326092,-6.287760416680993e-05,-0.136,1.379557291666659e-05,0.0007500000000000007,120.58920265156894
v6,0.14254702569901578,0.00012592447916691122,-0.0745,1.578776041666652e-05,0.0005000000000000004,58.305101355214966
vx,0.04987634740233366,-0.00023447916666664853,-0.053,1.1783854166668886e-06,0.0005000000000000004,17.864309871594777
vy,0.43023059200703073,2.5351562500626537e-05,-0.1175,-2.5527343749999963e-05,0.0005000000000000004,324.742282164605
vz,0.1276395334823669,-0.00013226562499997642,0.063,8.496093750000306e-06,-0.0010000000000000009,57.457280209133444
