,channel_variance,mean_amplitude,median_amplitude,mean_derivative_value,median_derivative_value,power_spectral_density_max
i,0.88321835467124,0.0002527473958331858,-0.4115,2.5551215277778002e-05,0.0,16.70428268554165
ii,4.754542860380584,-0.00029052083333770836,-0.5285,3.325954861111123e-05,0.00024999999999986144,2.178114272707097
iii,2.28106323723519,-0.0002496744791707605,-0.2525,7.721354166666724e-06,0.0,12.691294590170457
avr,2.2485804818119153,0.00017559461806004002,0.6105,-2.940972222222237e-05,0.0,5.89856469148304
avl,0.3935212052567942,0.00013101562499973413,0.0275,8.917100694444608e-06,0.0,14.348468948329705
avf,3.2967669953840466,-0.00029865885416799056,-0.335,2.0486111111111146e-05,0.00024999999999986144,3.54093912477303
v1,1.723755832865604,-0.0003081380208360638,0.667,-2.343967013888909e-05,0.0,58.40802268595735
v2,1.0975262930305345,-0.00016827690972542008,0.5095,-1.0451388888889218e-05,0.0,68.2774599882277
v3,0.347575190255941,-0.0003144835069456767,0.252,-1.0915798611111194e-05,0.0,51.02759455487047
v4,1.1226683942007727,-0.00033612847222668884,0.5125,-1.6004774305555757e-05,0.0,27.08086166322233
v5,0.3421877338643867,-0.0002820486111095544,-0.2165,1.30425347222222e-05,0.0,8.344440831540966
v6,1.1308669645851637,0.00011917100694747999,-0.513,2.1914062500000063e-05,0.0,2.973574173458683
vx,1.0981573400139029,0.00013176649305135193,0.016,6.417100694444706e-06,0.0,7.467450366499836
vy,0.2630757409093014,0.00010322482638906269,0.0745,6.080729166666672e-06,0.0,1.277438095986613
vz,0.8520053216736804,3.5373263824278204e-06,-0.4435,1.5891927083333453e-05,0.0,27.910909887487833
