,channel_variance,mean_amplitude,median_amplitude,mean_derivative_value,median_derivative_value,power_spectral_density_max
i,0.026659636752903452,7.559461805465773e-05,-0.0535,-3.2465277777776805e-06,0.0,1.188207421156001
ii,0.010145117655152287,5.140190972206644e-05,-0.012,-9.765624999999363e-07,0.0,2.46717967387507
iii,0.018500216552557326,0.00011406684027782016,0.0125,2.2547743055556242e-06,0.0,3.1383601803497427
avr,0.013765283985378712,-6.400173611104048e-05,0.027,2.1158854166666124e-06,0.0,1.0518327471217204
avl,0.02006448861976205,5.0173611109957033e-05,-0.03,-2.747395833333293e-06,0.0,1.6143984327047147
avf,0.0076732485345032434,-8.372395833373005e-06,-0.0075,6.380208333333422e-07,0.0,2.5444137509967164
v1,0.03118332190190719,3.440972222385877e-05,0.0025,-1.3910590277777167e-06,0.0,4.84577879206627
v2,0.05737720895832843,-2.5811631944188426e-05,-0.028,-2.4262152777777588e-06,0.0,12.56547194660941
v3,0.017280344493656792,-8.376736105943016e-07,0.0065,1.8988715277778146e-06,0.0,3.7206837581093115
v4,0.007993818483820352,0.00017609809027805808,-0.0055,1.0850694444446676e-07,0.0,1.602608746017007
v5,0.006818208971059782,0.00018534722222207103,-0.0005,5.034722222222617e-07,0.0,1.6488818033509784
v6,0.008141810662862823,0.000131171874999793,-0.014,2.6432291666666692e-06,0.0,1.6550876005684472
vx,0.019279100375164917,4.397569444322044e-05,-0.0345,3.7282986111111795e-06,0.0,0.47768602629521234
vy,0.009642891138205722,4.517795138897768e-05,-0.0155,5.013020833333757e-07,0.0,3.31508618415936
vz,0.003870482462483475,3.421006944449285e-05,-0.0145,2.2569444444444875e-07,0.0,1.4014826067029087
