,channel_variance,mean_amplitude,median_amplitude,mean_derivative_value,median_derivative_value,power_spectral_density_max
i,0.5506404785053797,0.000229514548540928,-0.0265,2.3753874612538556e-05,0.0,11.971259063746587
ii,0.47103847423583406,3.685464786806065e-05,0.1565,-1.3992350764923638e-05,0.0,42.69294204802137
iii,1.7310423059853024,-0.0001774697530270407,0.244,-3.774622537746275e-05,0.0,14.609183785544507
avr,0.07809803098464782,9.778188847691113e-05,0.046,-4.874512548745085e-06,0.0,22.46000430860848
avl,1.023070441108302,-4.705362797228245e-05,-0.114,3.0751091557510594e-05,0.0,1.858229959458265
avf,0.9633863587820785,-6.719328067499783e-05,0.26,-2.5866163383661275e-05,0.0,26.22422858745093
v1,0.6670968282977162,-1.9702196445319967e-05,-0.154,2.3753874612538607e-05,0.0,26.714861429962834
v2,0.2513628601542598,-0.0002987242942338629,-0.103,-8.28458820784613e-06,0.0002500000000000002,38.273869393712026
v3,0.1317129918696225,0.0003033821617839065,0.0535,2.408092524080913e-06,0.0,61.3105790230595
v4,0.7454460858465746,-0.00013300753257972634,-0.0965,-1.1855064493550443e-05,0.0,218.42265513984356
v5,3.6793976826548707,-0.00021242042461624682,0.09325,-4.087091290870821e-05,0.0,120.71209894214408
v6,0.41856515010949974,7.963370329938951e-05,0.08275,-1.0992650734926531e-05,0.0,63.45877259607964
vx,0.41733386235823794,1.8235676437653562e-05,0.074,-6.128553811285572e-06,0.0,71.55986802988689
vy,0.9829237900413194,0.00025388294504143934,0.138,-2.6464020264640293e-05,0.0,23.032545147481166
vz,0.1312328228329513,-0.0001956179382121454,0.1085,9.49488384494896e-06,0.0,2.7387116043188384
