,channel_variance,mean_amplitude,median_amplitude,mean_derivative_value,median_derivative_value,power_spectral_density_max
i,0.007067215059501802,-0.0003409409059090863,-0.0135,4.6453687964532757e-07,0.0,1.9131866931067487
ii,0.06435002273360867,4.955337799988015e-05,-0.0045,8.478318834783037e-06,0.0,3.7340394108811363
iii,0.046451009189632006,0.0001947846881986944,-0.0285,8.013781955137666e-06,0.0,0.5312616617865878
avr,0.024110838987609743,4.8295170482716415e-05,-0.0075,-4.4683031696829584e-06,0.0,2.740012047435516
avl,0.010686739521394178,8.073775955769846e-05,0.02,-3.7746225377462633e-06,0.0,0.35232196539392774
avf,0.05362561053082456,-0.00012827467253137946,-0.015,8.247091957470727e-06,0.0,1.5633970496834062
v1,0.023208090569337304,0.00016694580542129825,0.0155,-5.280721927807229e-06,0.0,1.5385053389369718
v2,0.0463231152871745,-0.0001334616538364052,-0.033,-5.88691130886901e-06,0.0,18.518256718106066
v3,0.09814385673359234,6.882228443729144e-05,-0.069,-6.734743192347324e-06,0.0,43.13259224576247
v4,0.15497596855306758,9.54987834539324e-05,-0.099,-7.863796953637878e-06,0.0,49.58306503167976
v5,0.15451856887977422,-0.00014174832516775622,-0.0295,-1.049061760490621e-05,0.0,19.47829159563505
v6,0.043242132518388265,-6.858064193538425e-05,-0.043,-6.061893810618994e-06,0.0,5.301284267803899
vx,0.027354835109553603,7.611738826106722e-05,-0.0355,7.103456321033437e-07,0.0,6.815963355230038
vy,0.02810833507525873,0.00010361463853647555,-0.0285,5.070326300703197e-06,0.0,2.6408017871570357
vz,0.012461907983548253,0.00021826983968276616,0.0245,5.02033130020317e-07,0.0,4.067451468128846
