,channel_variance,mean_amplitude,median_amplitude,mean_derivative_value,median_derivative_value,power_spectral_density_max
i,0.6045477138370824,-0.00020267973203207175,-0.119,-2.275814085258144e-05,0.0,1.9912677487541088
ii,0.6020434862336269,-9.68361497267271e-05,-0.1885,-2.171657834216552e-05,0.0,4.480658465973256
iii,0.009915447049525973,-2.276439022755227e-05,-0.004,1.0436456354365005e-06,0.0,0.7277455903211011
avr,0.6008080441415622,-9.989001100002081e-05,0.1655,2.2235276472352725e-05,0.0,3.0536314850335162
avl,0.1567340922803246,-0.00015476369029793452,-0.059,-1.1902976369029735e-05,0.0,0.6736472226426625
avf,0.15485648865321078,-0.0002464628537119694,-0.098,-1.033230010332304e-05,0.0,2.107154032519064
v1,0.22834576556312983,-0.00018102356431245694,-0.0955,-1.5781755157817453e-05,0.0,8.223688903905064
v2,0.1526709076547426,1.640252641451662e-05,0.0175,-9.165750091657538e-06,0.0002500000000000002,43.63555477674981
v3,0.15088633980600416,-0.00018755624437387052,0.0015,-8.89494383894949e-06,0.0002500000000000002,47.37117544814738
v4,0.22834058565095608,0.00010390210978902036,0.001,-1.268414825184155e-05,0.0002500000000000002,31.752031363781448
v5,0.1359273343478515,-7.46758657488253e-05,-0.0785,-9.315735093157468e-06,0.0002500000000000002,15.256574591219225
v6,0.7962567439867586,-0.00019384728194751352,0.0815,2.5287054627870295e-05,0.00024999999999997247,4.642259457936004
vx,0.46961438205317735,0.0002171782821721336,0.045,1.8741875812418657e-05,0.00024999999999997247,5.464337832991863
vy,0.011702009714185193,8.813285338155371e-05,-0.01,7.040962570409462e-07,0.0,2.134284773794943
vz,0.09183527860868945,-3.6663000390951597e-06,0.0245,8.82620071326223e-06,-0.0002500000000000002,12.550518192231713
