,channel_variance,mean_amplitude,median_amplitude,mean_derivative_value,median_derivative_value,power_spectral_density_max
i,0.14639321671536545,0.0002039409722225024,-0.0655,-6.156684027777852e-06,0.00024999999999997247,7.694803429598222
ii,0.2169819272784347,0.0002111892361103941,-0.081,-3.2986111111112263e-06,0.0005000000000000004,5.620003514995392
iii,0.08737300756530851,-7.418402777827052e-05,0.081,2.8515624999999503e-06,0.0005,18.157270415635864
avr,0.15983808342791037,3.9539930556673684e-05,0.0965,4.724392361111193e-06,-0.000250000000000028,2.9094923524854295
avl,0.0626274774311669,7.366753472241943e-05,-0.0225,-4.503038194444489e-06,-0.0002500000000000002,10.623494257744268
avf,0.11559225206849938,-0.00014865451388890375,-0.011,-2.300347222221846e-07,0.00049999999999999,10.413446573636032
v1,0.16876456356473873,-0.0002172786458347234,0.0495,-1.409722222222224e-05,0.0,13.059081278760985
v2,0.17385795580891333,-0.00012628038194440638,0.0585,-1.3702256944444556e-05,0.00024999999999997247,35.4172386039336
v3,0.30687764561029535,-0.00023611979166727722,0.074,-1.7172309027777656e-05,0.0005000000000000004,85.69572484432395
v4,0.10470292472481846,-4.440972222163949e-05,-0.002,-1.3292100694444588e-05,0.0002500000000000002,22.492832269238324
v5,0.10215131789145818,-0.0002337543402775707,0.003,-1.528645833333328e-05,0.00025,7.882335118559901
v6,0.0678606267066724,0.0001934505208325852,0.0165,-1.1768663194444238e-05,0.0002500000000000002,3.9048214909608387
vx,0.018315903179715626,0.0003117100694443432,-0.03,-2.202690972222462e-06,0.0,4.700126624026759
vy,0.028300829172742934,-4.9982638889013996e-05,0.027,7.486979166667591e-07,0.0002500000000000002,9.374474587462153
vz,0.0369289601344897,0.0002157031250001896,-0.012,7.248263888889744e-07,-0.0002500000000000002,16.218287513130836
