,channel_variance,mean_amplitude,median_amplitude,mean_derivative_value,median_derivative_value,power_spectral_density_max
i,0.06070496129931801,-2.1331200210796135e-06,-0.0425,-7.080541945805565e-06,0.0,1.4073338190559308
ii,0.10729900557225555,0.00023741375862313413,-0.007,6.02439756024393e-06,0.0002500000000000002,8.02665751394344
iii,0.27675118736554777,0.00022697313601949075,0.027,1.310493950604933e-05,0.0,4.289196428312621
avr,0.01478449247179382,2.0406292703935163e-05,0.0165,5.207812552077903e-07,0.0,3.627947767010852
avl,0.14190559841557196,-0.00011176798986873722,-0.031,-1.0090657600906527e-05,0.0,0.6709870132258471
avf,0.17684890482847365,0.00022928957104745304,0.0005,9.56571009565726e-06,0.0,5.813235242088961
v1,0.15622202867706692,-4.7203612968405155e-05,0.004,-7.734643202346377e-06,0.0002500000000000002,18.58378792376469
v2,0.17141006104602569,8.070859580610633e-05,0.014,-6.00564943505641e-06,0.0002500000000000002,50.24524924137984
v3,0.11707264537256414,0.0002863755291135369,0.0065,-2.9351231543511773e-06,0.0002500000000000002,55.73346838403649
v4,0.06195998335551621,-2.126870646277907e-05,-0.033,-7.395093823950813e-07,0.0002500000000000002,33.418508895881395
v5,0.07305378315506598,-8.01128220519952e-05,-0.01,-4.105839416058479e-06,0.0002500000000000002,11.951728861134457
v6,0.045411113765813624,-1.0698930105651025e-05,-0.0205,-4.278738792787411e-06,0.0,4.504962885872798
vx,0.013946844158718979,0.0002529913675300926,-0.03,-6.915975069159676e-07,0.00025,5.099166736552632
vy,0.08570079950736632,0.00027146035396634626,-0.0315,5.0474119254742115e-06,0.0,5.599586547427652
vz,0.05781654194572753,-0.00032592157450857934,-0.011,-5.42654067926529e-06,-0.0002500000000000002,16.984785143316127
