,channel_variance,mean_amplitude,median_amplitude,mean_derivative_value,median_derivative_value,power_spectral_density_max
i,0.35273047484279446,0.00014284821518151947,-0.2035,-1.712120454621218e-05,0.00024999999999997247,4.657928747100644
ii,3.291706281057185,-0.0002659442389054076,0.5245,5.0705346132054344e-05,0.0,3.289487059987729
iii,5.730388495419412,9.084508215133971e-05,0.782,6.782030130320557e-05,0.0,0.9528574044859507
avr,0.389621239775247,-0.00018779788688120887,-0.1385,-1.6783738292837458e-05,0.0,3.7593652813322236
avl,2.2186339514866207,-0.00022451921472939421,-0.5175,-4.247283604972788e-05,0.0,2.067068292338997
avf,4.422862942346891,-8.803286338767853e-05,0.649,5.9260740592607834e-05,0.0,0.9414430893872406
v1,0.501796019857291,0.00011850481618768402,-0.1915,-1.7860713928606918e-05,0.0,26.016308806110352
v2,0.4596871575712113,-5.982735060301497e-05,-0.193,-1.563385328133866e-05,-0.00024999999999997247,41.782038018236285
v3,0.7192844412591521,-0.00010687681231637631,-0.2045,-2.1676998966770335e-05,-0.00024999999999997247,17.489817299321675
v4,0.10705436066597876,0.00023725127486865514,-0.035,-6.845148818451485e-06,0.0002500000000000002,10.509491933576308
v5,0.11368380333368772,-9.778605472767655e-05,0.0225,-2.9517881545178157e-06,0.0002500000000000002,16.963945610692306
v6,0.06318407537918797,-0.0001995592107457668,-0.0035,-4.497466919974745e-06,0.0002500000000000002,10.027709070693094
vx,0.12771333988075773,-6.880978568973956e-05,0.024,7.617988201179816e-06,0.0002500000000000002,10.724628938853026
vy,2.119688991226401,-0.0001931265206775368,0.466,4.0993817284938394e-05,0.0,1.7573645562769191
vz,0.0528258492115477,-0.00029214578542374005,-0.0245,-6.516015065160285e-06,0.0,8.038401194779262
