,channel_variance,mean_amplitude,median_amplitude,mean_derivative_value,median_derivative_value,power_spectral_density_max
i,0.6886105434069426,0.0001992230902861298,-0.1055,2.4227430555556015e-05,0.0,6.705946418322219
ii,0.8345509902119115,9.229600695287546e-05,-0.179,3.1449652777777914e-05,0.00024999999999997247,1.6270442274014099
iii,0.03365147588015747,-9.824218750014934e-05,-0.014,7.226562499999866e-06,0.0,4.704838754319152
avr,0.7531655753785076,-0.00014627604166284796,0.1425,-2.7840711805555295e-05,0.0,2.689101801701316
avl,0.15246742914516773,-7.394965277927404e-05,-0.0245,8.50043402777774e-06,0.0,5.447846814751486
avf,0.26195453585514406,-0.00025657986110979154,-0.105,1.934027777777749e-05,0.0,1.306774756411321
v1,0.11032881650700067,-1.068142360789438e-05,-0.0225,4.906684027777818e-06,0.0,23.8276213458169
v2,0.19876585078668246,-6.0694444443495765e-05,-0.0405,7.999131944444214e-06,0.0002500000000000002,46.291643171891906
v3,0.05923353663492253,3.879774305549011e-05,0.065,-2.0399305555546394e-07,0.0002500000000000002,30.950321719901307
v4,0.041100100225693215,0.000291614583333065,0.0045,1.7599826388889228e-06,0.0002500000000000002,14.209433941038043
v5,0.09888493374480671,0.00016473090277662256,-0.127,-7.99696180555568e-06,0.0,4.662107152054756
v6,0.01585481008216238,-3.1427951388679076e-05,-0.019,-6.749131944444559e-07,0.0,3.6949309498255007
vx,0.08127552524080124,6.039930555562119e-05,0.0145,6.9509548611110135e-06,0.0,3.1952329519544764
vy,0.011816203141192359,-3.5585937500129366e-05,-0.0105,3.4722222222225035e-07,0.0,1.3404184221159663
vz,0.014759137617120527,4.9739583333403045e-05,-0.01,-7.226562500000747e-07,0.0,4.448322243629533
