,channel_variance,mean_amplitude,median_amplitude,mean_derivative_value,median_derivative_value,power_spectral_density_max
i,0.13450525350415732,-0.00019006510416550674,0.003,-1.1905381944444676e-05,0.0,4.9192150818142615
ii,0.03392836304478522,0.00023007378472264173,-0.0365,7.226562499999752e-07,-0.00025,1.478704472227003
iii,0.09400423005758109,-7.913194444227692e-05,-0.0595,1.2634548611111334e-05,-0.0002500000000000002,1.8255424626384837
avr,0.060715122970575595,0.0002305034722217318,0.0665,5.590277777777698e-06,0.0002500000000000002,2.9158648240448737
avl,0.10577280948181013,0.00019494357638965242,0.0655,-1.226996527777768e-05,0.0002500000000000002,2.8038828979057038
avf,0.030269619368604932,-0.00016523437499984877,0.0035,6.673177083333449e-06,-0.00025,0.3332180705857566
v1,0.12756106195207698,-0.00018957465278044976,0.015,-1.0737847222222183e-05,0.0002500000000000002,10.312844722055894
v2,0.14207720236066465,-2.3020833335907204e-05,0.051,-9.720052083333221e-06,0.0,22.911358333917534
v3,0.1551804521032676,0.0001637890625009496,0.0575,-1.1462673611111277e-05,0.0002500000000000002,16.755124855522595
v4,0.11303390312993748,0.00012852430555657657,0.0385,-1.0045572916666588e-05,0.0002500000000000002,5.628001274714863
v5,0.0915580264066255,5.748697916716025e-05,0.011,-9.926215277777781e-06,0.0002500000000000002,2.168443539652336
v6,0.05201200465163668,4.7313368054229014e-05,0.013,-7.70182291666665e-06,0.0,2.80822246447845
vx,0.0267308535996103,0.00020914062500053523,-0.0075,2.098524305555551e-06,0.0,3.6086185728766504
vy,0.07133017031134453,9.765624999941763e-05,-0.0535,1.0570746527777894e-05,0.0,0.9167752520095662
vz,0.02001473265475291,9.122395833309982e-05,-0.0265,1.1675347222221162e-06,-0.0002500000000000002,6.3761032727401625
