,channel_variance,mean_amplitude,median_amplitude,mean_derivative_value,median_derivative_value,power_spectral_density_max
i,0.04251330243706612,-7.625904076219226e-05,-0.0415,-1.4019431390195484e-06,0.0002500000000000002,1.1667276854825
ii,0.3663745980776521,-0.00018871446188705506,0.026,1.199671699496712e-05,0.0,4.646493394604511
iii,0.4096657351562297,-0.0002476210712274234,-0.1075,1.3394493883945092e-05,0.0,4.6050097092131
avr,0.10200883628979106,-0.0001414566876652777,-0.0405,-5.293220677932131e-06,0.0,1.7133855653629175
avl,0.13444998243587442,-0.00024103006366089946,0.1285,-7.399260073992505e-06,0.0,2.0977059112745544
avf,0.3773738346993644,2.5989067757206118e-05,-0.045,1.2694563876945613e-05,0.0,4.239252133170839
v1,2.843530483344797,-7.145952071787706e-05,-0.2005,4.642869046428664e-05,0.0,13.726561244499065
v2,3.264634791571334,-6.585174816441138e-05,-0.2175,4.89971836149712e-05,0.00024999999999997247,53.46325639358653
v3,0.8060622954912517,-9.745275472371027e-05,0.0585,2.356222711062202e-05,0.00024999999999997247,51.203457660417996
v4,0.11328534165066809,-0.00017555744425556933,0.017,-3.2267606572677353e-06,0.0002500000000000002,31.237877047265663
v5,0.47739523283892893,5.41612506817234e-07,0.3115,-1.8012782055127868e-05,0.0002500000000000002,9.470343437196691
v6,0.4108953153416691,0.00015568859780649977,0.1145,1.5327633903276175e-05,0.0002500000000000002,2.875634222363271
vx,0.020888922596145963,6.242292437441877e-05,-0.012,5.249475052494912e-07,0.0002500000000000002,3.546955810466036
vy,0.1513970193432712,0.0002439964336905466,-0.124,-7.6117388261176075e-06,0.0,2.9401235733814013
vz,0.4913077293791919,0.00015570942906317778,-0.2385,1.6692080791921234e-05,0.0,14.33161888569256
