,channel_variance,mean_amplitude,median_amplitude,mean_derivative_value,median_derivative_value,power_spectral_density_max
i,0.2673557941330938,0.00010663194444473965,-0.027,-8.559027777777573e-06,0.0,3.2063580208368596
ii,0.31598329701105654,0.0001330425347231863,0.011,-4.680989583333365e-06,-0.0002500000000000002,9.76873613059173
iii,0.3424985085186008,-0.0001271484374986606,0.08,3.8758680555555955e-06,-0.00024999999999997247,10.695697827087162
avr,0.2060012981708207,-7.911024305507698e-05,-0.045,6.614583333333511e-06,0.0002500000000000002,3.4060495840377825
avl,0.22593202195926665,-0.00011032986111147423,-0.1255,-6.213107638888846e-06,0.0,5.980040702799357
avf,0.26239902335575277,-1.3949652778071723e-05,-0.002,-4.0364583333330383e-07,-0.00024999999999997247,9.536319766334687
v1,0.5972956622438391,-0.0002037413194505198,-0.1225,1.9780815972222492e-05,0.0005000000000000004,11.493844180348262
v2,0.22420382044453616,-0.00014841579861140053,0.024,-1.6970486111112244e-06,0.0005000000000000004,42.21146006155912
v3,0.16259316312847374,-9.989583333432673e-05,0.002,1.0755208333333174e-05,0.0005000000000000004,10.824296855755115
v4,0.2819145492960446,0.00012857204861533236,-0.0685,1.1299913194444062e-05,0.0002500000000000002,5.689982508963198
v5,0.5261721012447392,0.00012248697916863088,-0.1325,1.7319878472222182e-05,0.0,3.0677660880251976
v6,1.1503888882118667,0.00018911892361241054,-0.2805,2.4663628472222225e-05,-0.00024999999999997247,5.273102422789203
vx,0.9794679435481081,7.428819444967516e-05,-0.354,1.8752170138888973e-05,0.0,4.038125412527939
vy,0.8407288562461732,-3.769531249606488e-05,0.1395,1.3164062499999675e-05,-0.0002500000000000002,14.270885717222708
vz,0.1419291017834095,-0.00014174479166723995,-0.1145,8.472222222222341e-06,-0.0002500000000000002,2.8845156227572537
