,channel_variance,mean_amplitude,median_amplitude,mean_derivative_value,median_derivative_value,power_spectral_density_max
i,0.04252384122670664,0.00014194010416645241,-0.0435,-2.9079861111109686e-06,0.0,14.924888758548809
ii,0.010109738933449897,-0.00015725694444386612,-0.016,-1.727430555555561e-06,0.0,0.9170270912349994
iii,0.02598177388957434,0.0003100868055556207,0.032,1.1870659722222344e-06,0.0,11.65365218357181
avr,0.019818599658738854,3.3767361109989e-06,0.03,2.3133680555555236e-06,0.0,5.048165570359946
avl,0.03172966164795006,-3.879774305573484e-05,-0.0365,-2.0507812500000393e-06,0.0,12.976844292175825
avf,0.007433643160751383,1.4622395833293802e-05,0.009,-2.690972222222007e-07,0.0,2.786827701705536
v1,0.0958141048065473,0.0001231119791650644,0.0205,-5.64670138888893e-06,0.0002500000000000002,20.551289090219427
v2,0.11804908372899411,-8.246527777872011e-05,0.061,-6.692708333333578e-06,0.0002500000000000002,37.95439391499583
v3,0.05111030366191833,0.0001816840277771584,0.0395,-4.637586805555503e-06,0.0002500000000000002,12.880613728756199
v4,0.03081383519372915,0.00019874131944460304,0.0295,-4.342447916666677e-06,0.0002500000000000002,5.186660631469077
v5,0.01802997622503912,8.39843750002886e-06,0.025,-4.0386284722221654e-06,0.0,0.6036868852899564
v6,0.04735095674100966,-0.0002079253472214435,0.0265,-5.690104166666626e-06,0.0,1.4231685831585585
vx,0.01805109742635867,0.00021187065972232694,-0.0055,1.4518229166666811e-06,0.0,3.992317100881165
vy,0.05312899487906984,-0.00018006510416555601,-0.0115,6.2500000000000765e-06,0.0,1.0180294360181579
vz,0.010706390481873293,-0.00023716145833331276,-0.0265,-8.246527777778466e-08,0.0,3.6713345066653145
