,channel_variance,mean_amplitude,median_amplitude,mean_derivative_value,median_derivative_value,power_spectral_density_max
i,0.06582765909789523,3.190104166624829e-06,-0.0125,-1.4908854166666884e-06,-0.0002500000000000002,34.31172055931619
ii,0.24359327319685026,0.00019289062500047225,0.002,-2.194010416666643e-05,-0.0005000000000000004,54.61825545943437
iii,0.23678901112222847,0.0003979817708334265,0.0475,-2.043619791666653e-05,-0.0002500000000000002,20.316472970563474
avr,0.0954765260182223,-9.99218750000145e-05,0.017,1.1718750000000271e-05,0.0002500000000000002,43.19769161986999
avl,0.0904445896596341,0.00011502604166643756,-0.04,9.479166666666713e-06,0.0,10.860694962739474
avf,0.22368645359903572,-0.0002134505208327595,0.0235,-2.117187499999994e-05,-0.0002500000000000002,21.251576967948175
v1,0.2375319609890039,3.84505208335016e-05,0.001,1.3613281250000213e-05,0.0,146.65293895146863
v2,0.25697819761823526,-0.00022898437500001493,0.0295,5.624999999999988e-06,0.0002500000000000002,102.52734383490802
v3,0.1764848711106667,0.00014885416666672555,0.0555,1.712239583333303e-06,0.0002500000000000002,59.720910125688256
v4,0.14447879395201493,0.00020192708333311013,-0.007,-3.945312499999879e-06,0.0,40.22016017657239
v5,0.18617357948203495,0.00014725260416663063,-0.007,-4.27734374999991e-06,0.0,85.34154706382816
v6,0.1521662482308577,-1.6875000000010578e-05,-0.0285,-1.184895833333111e-06,0.0,78.83812089137707
vx,0.13767700757073706,-0.00017281249999990197,0.0275,-4.596354166666486e-06,0.0,79.9977448295324
vy,0.16420044865051156,-6.436197916675044e-05,0.0025,-1.0429687499999938e-05,-0.0002500000000000002,32.49777748617653
vz,0.1325993229586277,0.00012309895833325531,-0.049,-4.342447916666703e-06,-0.00025,64.25395278811583
