,channel_variance,mean_amplitude,median_amplitude,mean_derivative_value,median_derivative_value,power_spectral_density_max
i,0.031774012085076186,-1.4144965277997742e-05,-0.028,-2.5065104166666604e-06,0.0,9.370595552829318
ii,0.06898566396733022,6.574652777779654e-05,0.0035,6.050347222222154e-06,0.0002500000000000002,6.644580998402216
iii,0.1286237595446854,-0.00014781249999765164,0.0035,8.55685763888892e-06,0.0002500000000000002,23.912380592585343
avr,0.01820970265668203,0.00021114149305601263,-0.0005,-1.7751736111109931e-06,0.0,3.7561101895317917
avl,0.06297044578347676,0.00013931857638881844,-0.012,-5.53168402777774e-06,0.0,13.886506943192286
avf,0.09084603106914614,-2.876736111109519e-05,0.0025,7.300347222222033e-06,0.0005000000000000004,13.480280807153553
v1,0.47255344556995144,0.0001354036458366965,0.0715,-1.7543402777777498e-05,0.0,67.00828542146463
v2,0.19393922754093512,3.545138888893042e-05,0.088,-8.674045138888682e-06,-0.0002500000000000002,61.053809536656026
v3,0.319263069632232,0.00012774305556217797,0.0375,-1.526258680555531e-05,0.0,36.12745891878181
v4,0.13244667336399635,-4.8567708343562855e-06,0.0405,-7.358940972222331e-06,0.0002500000000000002,15.260010948377934
v5,0.1719661031492008,-0.00021696614583364358,0.0325,-1.0553385416666747e-05,0.0002500000000000002,2.929041449133031
v6,0.10591474923432735,-0.00014145833333380222,0.1135,-7.986111111111061e-06,0.0,1.7971224764888871
vx,0.03594597238387732,-7.895399305541164e-05,0.0005,5.07812499999979e-06,0.0,2.1887341309063295
vy,0.029638355834576323,0.00014711805555548058,0.005,9.157986111111531e-07,0.0005000000000000004,12.14574360934414
vz,0.08871799202488326,-0.00019666232638847176,-0.015,-7.938368055555493e-06,0.0,14.931210436426129
