,channel_variance,mean_amplitude,median_amplitude,mean_derivative_value,median_derivative_value,power_spectral_density_max
i,0.4646198777681288,-0.0001739534379888641,-0.373,-1.331325200813241e-05,0.0,0.9902110364149708
ii,0.036893353959516095,0.00010263140352616684,-0.006,6.226460687264573e-06,0.0,1.4465504691877396
iii,0.6929762593597631,0.00023759707362382888,0.422,1.9531380195313813e-05,0.0,1.8361082937541169
avr,0.07747348938468393,-0.00014011098890272185,0.1025,3.5350631603505264e-06,0.0,0.9996729232575862
avl,0.5695712715630751,-0.00020473369329121425,-0.41,-1.642335766423401e-05,0.0,1.1672925168923522
avf,0.2487359635429322,-6.78682131790593e-05,0.213,1.2875795753758143e-05,0.0,1.277824877464691
v1,0.07751507077753475,0.00027012298770182135,0.0665,4.051678165516845e-06,0.0002500000000000002,13.066998649198055
v2,0.1919781153415273,0.0001326075725743717,0.105,-1.0248975102489651e-05,0.0002500000000000002,25.55922453275819
v3,0.10476150440018503,-0.00018865196813946085,0.045,-4.857847548578544e-06,0.0002500000000000002,18.389218134311154
v4,0.10623032616595893,6.300619937928035e-05,0.029,4.497466919974615e-06,0.0002500000000000002,7.536904499994407
v5,0.061231892108050384,-0.00015555111155563924,-0.0725,-6.307702563076906e-06,0.0,2.575197912638556
v6,0.290608329264578,-0.0001121346198772749,0.1605,1.3994433889944348e-05,0.0,2.2202887723506928
vx,0.013994258862241545,0.00013761957137595435,-0.0115,-8.436656334367168e-07,0.0,2.1899379956647445
vy,0.012001500516138212,-0.0001894977168949623,0.007,3.2163450321634815e-06,0.0,1.1246585028704341
vz,0.13086139636697502,2.3443488985165438e-05,0.085,7.832550078325559e-06,-0.0002500000000000002,5.845144675038207
