,channel_variance,mean_amplitude,median_amplitude,mean_derivative_value,median_derivative_value,power_spectral_density_max
i,0.008982055887396721,-7.436197916708297e-05,0.002,1.2717013888888986e-06,0.0,1.0936342886265038
ii,0.05549358565296451,0.00022942274305533022,0.0565,-3.4071180555555544e-06,0.0,2.2798579362111786
iii,0.05573019430907738,0.00022659722222307267,0.088,-4.685329861111071e-06,0.0,3.2918583705721267
avr,0.018280712011960385,2.7751736110935294e-05,-0.019,1.0698784722222263e-06,0.0,0.5980310425017431
avl,0.018463937644463767,8.379340277820286e-05,-0.0495,2.9730902777777932e-06,0.0,1.4037207113550845
avf,0.05336922098709208,0.0002170876736097117,0.0695,-4.05164930555555e-06,0.0,2.606748020796606
v1,0.06537072636169614,0.00026067708333221343,-0.048,5.010850694444463e-06,0.0,10.72516564800535
v2,0.08133219797944555,-0.0002297439236116385,-0.0035,2.6866319444444577e-06,0.0,29.294679029788878
v3,0.12909202789493607,0.00028442274305607137,-0.032,6.395399305555547e-06,0.00024999999999997247,42.74604732741579
v4,0.07381430386637022,-5.631510416659197e-05,0.0105,-2.853732638888994e-06,0.0,24.4468896322038
v5,0.05129452032845121,-0.0002230512152781741,-0.056,6.4605034722221786e-06,0.00025,3.2502808625610697
v6,0.060506147985114334,-2.6779513889602372e-05,-0.068,7.506510416666748e-06,0.0002500000000000002,2.161227704815675
vx,0.05147708183767307,-0.00018328124999927552,-0.0225,4.956597222222285e-06,0.0,1.4844192621957086
vy,0.03565778175006938,-0.00015184461805503688,0.058,-3.480902777777722e-06,0.0,2.4199375165037575
vz,0.06525944852247126,0.0001950607638879316,-0.0515,-5.753038194444498e-06,0.0,12.294771375550706
