,channel_variance,mean_amplitude,median_amplitude,mean_derivative_value,median_derivative_value,power_spectral_density_max
i,0.04495191312964885,-5.857204861110155e-05,-0.0335,-6.521267361111207e-06,0.0002500000000000002,16.67385813799503
ii,0.026448303032606417,0.00033819878472185185,-0.028,-8.962673611111656e-07,-0.0002500000000000002,5.407103837812757
iii,0.02820982831821076,-0.0002426388888870546,-0.002,5.633680555555783e-06,-0.0002500000000000002,7.990547057049742
avr,0.028638259256668613,-2.1323784722140257e-05,0.011,3.7065972222221336e-06,0.0,8.509365376555628
avl,0.029964325795009007,9.597656250027922e-05,-0.022,-6.078559027777843e-06,0.0002500000000000002,11.241186775391451
avf,0.016107822222827122,-1.3398437500193641e-05,-0.033,2.3654513888887725e-06,-0.0002500000000000002,2.134630432769479
v1,0.04850558733166947,-0.000193450520833831,-0.0515,-3.3463541666665707e-06,0.0,15.57006388673014
v2,0.050766400801753424,8.223958333425667e-05,-0.0375,-7.99913194444439e-06,0.0,4.36771054245517
v3,0.06404717066383964,7.742187499999924e-05,-0.051,-5.989583333333192e-07,0.0002500000000000002,16.43746406778575
v4,0.1349845570239876,-0.00020371093750000673,-0.037,2.3697916666667397e-06,0.0005000000000000004,29.30008573748016
v5,0.10340665250252358,-0.00019760850694419994,-0.035,-1.762152777777845e-06,0.0005000000000000004,26.153224079077894
v6,0.03839182060268339,-0.00032083767361121854,-0.06,-5.907118055555605e-06,0.0,12.68744963461667
vx,0.055111726696983485,0.00018972656250017118,-0.048,-3.693576388888954e-06,0.0002500000000000002,23.08216747515076
vy,0.010325847226432757,0.00013924913194441832,-0.0115,1.0850694444436861e-07,-0.0002500000000000002,3.5896217447895995
vz,0.03876095650962624,-0.00016200086805621717,-0.0215,-6.328125000000123e-06,0.0,3.9334387224498744
