,channel_variance,mean_amplitude,median_amplitude,mean_derivative_value,median_derivative_value,power_spectral_density_max
i,0.005620187856941052,-6.739062500009465e-05,-0.0075,2.15624999999999e-06,-0.0002500000000000002,0.97598424864516
ii,0.061437695937500154,-8.74999999994848e-05,0.0425,-6.984374999999936e-06,0.0,6.18208512191209
iii,0.0453924582279865,-1.9328124999281964e-05,0.026,-9.148437499999957e-06,0.0002500000000000002,7.931837024568448
avr,0.022182353171558512,-0.00017243750000016714,-0.015,2.4140625000000472e-06,0.0,1.69682560222172
avl,0.010146224556814437,0.0002268281249999683,-0.0045,5.648437500000013e-06,-0.0002500000000000002,2.588648327534016
avf,0.05191501788280196,-0.00031920312499977344,0.0385,-8.039062500000008e-06,0.0,6.9671683459490525
v1,0.015050157907484261,4.237500000004433e-05,0.0005,1.6875000000000256e-06,0.000499999999999997,9.96739093648283
v2,0.06589049179677796,0.0001753125000001016,-0.025,9.81250000000013e-06,0.0005000000000000004,41.85852058164615
v3,0.10066572932426794,0.000170328125000476,-0.059,1.1382812500000159e-05,0.0007500000000000007,24.99773823423109
v4,0.11196986879599644,0.00014593749999990458,-0.061,3.3515625000000925e-06,0.0005000000000000004,24.73136191403863
v5,0.07146317690260803,8.845312499992332e-05,-0.0565,-3.7578124999999605e-06,0.0002500000000000002,13.381631339123793
v6,0.03779533189382791,0.00024048437499999914,-0.0325,-1.0078124999999472e-06,0.0,12.70107288459611
vx,0.03946495224475719,0.00018634374999972026,-0.0005,-3.515624999999963e-06,0.0,6.27298909343173
vy,0.036472666611187025,-0.0001402500000001321,-0.0205,-6.179687499999943e-06,-0.0002500000000000002,7.051006128292743
vz,0.010585822975506975,0.00016434375000002973,0.0045,-1.0546875000000667e-06,-0.0004999999999999996,1.9594453095086164
