,channel_variance,mean_amplitude,median_amplitude,mean_derivative_value,median_derivative_value,power_spectral_density_max
i,0.28363461355389935,2.129370396552914e-05,-0.0855,-1.4998500149984966e-05,0.0,28.467139203941
ii,0.20674393170333413,0.00023993017365138826,0.0065,-1.2440422624404244e-05,-0.0002500000000000002,15.764289393040798
iii,0.3338213721560868,0.00011683831617022613,0.125,2.562243775622424e-06,-0.0002500000000000002,4.08756500155013
avr,0.16175930346889109,0.000186210545610025,-0.088,1.372154451221534e-05,0.0,21.001571877238245
avl,0.2570217136809715,-4.538712795613054e-05,-0.2105,-8.782455087824612e-06,0.0,12.7305992756477
avf,0.19941715374309135,-0.00011357197613406983,0.025,-4.943255674432548e-06,-0.00024999999999997247,2.8402627435409666
v1,0.2451713882704832,0.0003205971069561116,0.051,1.2732060127320499e-05,0.0005000000000000004,87.73435952761311
v2,0.10110281086856078,-0.00037045462120449544,0.035,1.1890477618904423e-05,0.0,29.179095844768725
v3,0.05199958703953087,0.00016040062660480827,-0.0175,6.770156317701318e-06,0.0002500000000000002,8.735143042009444
v4,0.1401985047623097,-0.0001206421024566862,-0.096,1.7331600173316404e-06,0.0002500000000000002,16.386540495268733
v5,0.09736436385581283,0.0002765640102665044,-0.0595,2.243525647435235e-06,0.0,26.5566628164332
v6,0.08264654951101942,0.0001798945105484004,-0.084,1.6310868913108877e-06,0.0,20.489113456882944
vx,0.10020705564747043,-0.00019865513448691927,-0.031,-6.25979068759789e-06,0.0,28.188574329220465
vy,0.1897048020740113,0.00014121504516516413,0.112,7.499250074993056e-07,-0.0002500000000000002,4.182339821229429
vz,0.2057427274572017,-0.00016153801286693134,-0.0145,-1.7394093923940633e-05,0.0,6.297928221414489
