,channel_variance,mean_amplitude,median_amplitude,mean_derivative_value,median_derivative_value,power_spectral_density_max
i,0.023549325153229834,-2.8313835284145184e-05,0.0345,-4.099590040995895e-06,0.0,1.5386428745478358
ii,0.013388210816460706,-0.000151484851515288,-0.0075,-1.9393893943938795e-06,0.0,2.21029812670869
iii,0.020218426273834963,-1.512348765265785e-06,-0.017,2.1602006466020207e-06,0.0,1.1764467442985458
avr,0.01340480454608655,8.83869946344486e-05,0.0005,3.016365030163566e-06,0.0,1.5753429151551255
avl,0.018550860599619242,-0.0002160325634111675,0.0475,-3.1226044062260355e-06,0.0,0.8072154309399806
avf,0.010912428164610173,6.524347565325193e-06,0.0125,1.1457187614577264e-07,0.0,1.3030458282835882
v1,0.11316470751374048,-1.2452921372431869e-05,0.051,-8.613721961137305e-06,0.0,7.1216300431653945
v2,0.05985904682237089,-7.272606072724231e-05,-0.0285,-6.582675065827217e-07,0.0,30.77751103721714
v3,0.12637246328502072,-6.90972569409801e-05,-0.008,-5.3515481785155555e-06,0.0002500000000000002,42.25901597722889
v4,0.11478354023051635,3.209262407088598e-05,-0.073,-2.7872212778721722e-06,0.0002500000000000002,24.163755728440467
v5,0.04891679288834243,0.00020117154951188761,-0.048,3.124687531246899e-07,0.0002500000000000002,11.29933637118999
v6,0.026127399161240447,0.00022837716228393955,0.0075,2.2831050228309724e-06,0.0,3.0777197196335977
vx,0.01903228205494798,0.00021887394593882642,-0.0125,3.0830250308300934e-07,0.0,4.300018134655039
vy,0.019531100429711495,6.815568443135496e-05,-0.0105,1.5915075159150963e-06,0.0,1.2934488360847107
vz,0.03086993045366926,0.00020731676832319313,0.0055,1.1519681365196225e-06,-0.0002500000000000002,8.82672153146013
