,channel_variance,mean_amplitude,median_amplitude,mean_derivative_value,median_derivative_value,power_spectral_density_max
i,1.5986028902859695,-0.00014799913195310378,-0.1265,-3.400824652777826e-05,0.0,23.18127223574154
ii,4.110455318908253,3.894965278216909e-05,-0.669,-6.38671874999985e-05,0.0,6.659435517113183
iii,1.12363447252801,0.0001858029513905692,-0.073,-2.985460069444457e-05,-0.00024999999999986144,17.04968695631049
avr,2.5736254056339614,5.41232638932602e-05,0.401,4.8945312500000737e-05,0.00024999999999997247,10.147253714798444
avl,0.333289416406805,1.1853298612138305e-05,0.0285,-2.0789930555556903e-06,0.0,17.687504315273767
avf,2.2173923375702596,0.00011218749999496115,-0.429,-4.686631944444463e-05,0.0,6.530319677694579
v1,0.9646965766991737,0.00025846354166936394,-0.0245,-2.713107638888883e-05,0.0,6.811241803032036
v2,0.7541804303551728,0.0001304817708331968,0.04025,-2.0399305555555507e-05,0.0002500000000000002,15.872767182120999
v3,0.7943818577942552,-5.4752604172212416e-05,0.0625,-2.3070746527777944e-05,0.0002500000000000835,10.040189246481198
v4,0.883688813818814,-0.0002228255208371487,0.0565,-2.6519097222222953e-05,0.00024999999999997247,6.807955825133584
v5,0.5973292455798127,-0.00014480902777958533,0.039,-2.1180555555555055e-05,0.0,3.3780455248448775
v6,0.10970932872034696,-0.00031091145833299236,-0.025,-1.226128472222169e-06,0.0,1.7549107426620931
vx,0.20988046613360348,-0.00022806857638835618,-0.13225,-1.4175347222221868e-05,0.0,4.844908284462618
vy,0.3542214117323103,-0.00014804687500055014,-0.006,-1.2994791666666419e-05,0.0,2.5135809474443995
vz,0.4485331759640949,0.00019226996527897948,-0.163,-2.026909722222247e-05,-0.00024999999999997247,1.1898191970918601
