,channel_variance,mean_amplitude,median_amplitude,mean_derivative_value,median_derivative_value,power_spectral_density_max
i,0.025505411749350757,0.00012639756944455422,-0.0195,-2.3632812499999753e-06,0.0,5.378110317406911
ii,0.030417085663308592,-8.66319444441854e-05,0.0005,-3.684895833333324e-06,-0.0002500000000000002,2.5028960958283117
iii,0.05370579413360479,0.00023592881944344414,0.0125,-1.321614583333133e-06,-0.0002500000000000002,9.927189071827891
avr,0.014540375777406711,0.00021356336805569692,0.018,3.0208333333333118e-06,0.0,1.7327048193513503
avl,0.031984743210359066,3.6671006944183504e-05,-0.001,-5.208333333332791e-07,0.0002500000000000002,6.783589050256382
avf,0.03567826490089665,-0.00017362847222189223,0.009,-2.4999999999998986e-06,-0.0002500000000000002,5.099732399365656
v1,0.09000670593987212,-1.2404513889012698e-05,-0.0385,-6.076388888888894e-06,0.0002500000000000002,1.981710274342114
v2,0.04889677802965861,0.00016362413194449135,0.033,-1.0850694444452404e-08,0.0002500000000000002,4.3517434864682025
v3,0.1123806660892979,0.00019926649305462328,0.0325,-5.870225694444612e-06,0.0002500000000000002,4.524114688115503
v4,0.030338327355448964,-0.0004009418402778548,0.0095,-3.233506944443964e-07,0.0002500000000000002,2.111429334971113
v5,0.07444519182213157,-0.00019815972222235562,-0.012,-5.2734375000001595e-06,0.0002500000000000002,1.9189088586267886
v6,0.0809039664160517,-4.758680555574231e-05,0.0335,-5.957031250000006e-06,0.0,1.864048805806692
vx,0.051531245356867754,-0.00014652777777766468,-0.0115,-2.9123263888888574e-06,0.0,3.318359938890917
vy,0.037030637857662474,-0.0001336762152778162,-0.001,-7.769097222222155e-06,-0.0002500000000000002,2.7223230795558355
vz,0.025233569525942117,-0.00011281250000015508,-0.0015,-4.292534722222241e-06,-0.0002500000000000002,1.4617848223056493
