,channel_variance,mean_amplitude,median_amplitude,mean_derivative_value,median_derivative_value,power_spectral_density_max
i,1.832959815749679,5.75150818176996e-05,0.0775,3.3707045962070224e-05,-0.00024999999999997247,250.75728840917205
ii,1.3475568749086895,0.0001436564676981524,0.13,3.315918408159228e-05,0.00024999999999997247,113.95423955051747
iii,0.7308226510224473,-8.476235709702091e-05,0.235,-5.291137552911274e-07,0.0004999999999999449,682.3852429357183
avr,1.4075063896787179,-9.799020098458867e-05,-0.133,-3.3429990334299994e-05,0.0,13.621644133009891
avl,0.945070001328387,0.0002526247375243306,-0.051,1.7110788921107746e-05,-0.000250000000000028,438.18600232399257
avf,0.5809412733861434,-9.26698996796095e-05,0.1035,1.6315035163150612e-05,0.000250000000000028,335.51604389299774
v1,1.145142292914031,-0.00018948105189293434,0.1795,1.821067893210581e-05,0.0012500000000000011,713.8387049354958
v2,1.9627896984148874,1.7039962668595488e-05,0.273,2.0970819584709792e-05,0.0010000000000000009,1689.7527966314424
v3,2.3896354505291906,0.00012809969003325022,0.286,2.0008415825083756e-05,0.000250000000000028,2204.698108340223
v4,2.095648929370595,0.00015910075659261453,0.199,3.2892544078926236e-05,0.0002500000000000002,1575.8059451509002
v5,1.4884127274951398,-0.00024230493617400872,0.0385,4.2974869179748465e-05,0.0007500000000000284,365.74261900435386
v6,1.1287406940203748,-0.00018917691564140733,0.018,1.5827583908275727e-05,0.0,487.82131939660326
vx,0.31043857893185894,-0.0001110680598637056,-0.1955,3.7954537879543305e-06,0.0,246.30652052375095
vy,0.2454225750090953,0.000279047095289347,0.134,5.689014431890116e-06,0.0002500000000000002,202.99418317327485
vz,1.456434647036581,6.935973069204932e-05,-0.224,-1.0594773855950551e-05,-0.0005000000000000004,1450.3808116990854
