,channel_variance,mean_amplitude,median_amplitude,mean_derivative_value,median_derivative_value,power_spectral_density_max
i,0.27407330014316406,-0.00018307291666698974,0.1155,4.973307291666677e-05,-0.0002500000000000002,8.058729966618014
ii,0.2260067839291965,0.00012190104166632895,0.098,4.233723958333358e-05,-0.0002500000000000002,31.62558443608604
iii,0.05263018969838031,0.00011178385416632981,-0.0575,-7.421874999999923e-06,0.0,13.066488411670425
avr,0.2368656623200714,-0.00021618489583332854,-0.1185,-4.604166666666666e-05,0.0002500000000000002,15.101522857319862
avl,0.10683430915485603,4.3437500000822624e-05,0.026,2.856119791666671e-05,0.0,1.8685988640249644
avf,0.07084261131442926,0.0002139062500000969,-0.0145,1.74609375000001e-05,0.0,21.07669455746907
v1,0.09382597265052385,-2.391927083331283e-05,0.0475,-4.459635416666609e-06,0.0002500000000000002,32.843735787651056
v2,0.06618263629514862,-7.565104166676193e-05,0.021,-2.578124999999922e-06,0.0005000000000000004,22.702535493566778
v3,0.04886972417318429,-9.464843749975404e-05,0.048,2.3763020833334778e-06,0.0005000000000000004,13.363313294921237
v4,0.024921577025006456,-6.464843749992865e-05,0.0085,1.1002604166667706e-06,0.0002500000000000002,5.925020030300335
v5,0.0865985415040976,4.807291666678919e-05,-0.0525,1.764973958333353e-05,-0.0002499999999999985,21.59028206783518
v6,0.07797626656591937,-4.790364583333389e-05,-0.019,1.412760416666692e-05,0.0,24.385102686021636
vx,0.06710185200369516,-0.00017352864583330328,-0.057,1.341145833333276e-06,0.0,25.06162777359164
vy,0.06374231675821651,7.033854166679935e-05,-0.0525,7.102864583333484e-06,0.0,26.82032268522936
vz,0.06082458057615429,0.00013763020833364856,-0.0445,2.526041666666408e-06,-0.0005000000000000004,23.082709537708247
