,channel_variance,mean_amplitude,median_amplitude,mean_derivative_value,median_derivative_value,power_spectral_density_max
i,0.2797046674257074,0.00027648068526476606,-0.038,1.3861113888611109e-05,0.0005000000000000004,5.679496919351756
ii,0.03555696411890856,-9.642785721512874e-05,-0.0015,4.130836916308315e-06,-0.0002500000000000002,10.223434339942042
iii,0.2102717396271064,2.728893777057153e-05,0.0585,-9.730276972302495e-06,-0.0007500000000000007,12.283361071300845
avr,0.10505918799487805,-6.338116188387802e-05,-0.0065,-8.988684464886832e-06,0.0,3.6568164871089395
avl,0.2360923120211917,0.00012102123120914286,-0.0415,1.178840449288396e-05,0.0007500000000000007,6.389747950391583
avf,0.052965345281654086,-0.00017506999300009873,0.0275,-2.797636902976459e-06,-0.0005000000000000004,10.355925993531164
v1,0.06358972285924601,-0.000201571509512989,0.0675,-5.474452554744476e-06,0.0,9.465821907422963
v2,0.035621877133445334,4.3174849181751274e-05,-0.026,-3.837116288371117e-06,0.0,17.005428679940792
v3,0.10946254669170864,-0.00015242225777282542,0.0535,-7.3700963237010005e-06,0.0002500000000000002,12.660836633212348
v4,0.299945125599667,-0.00024097173616040792,-0.0945,-1.1621754491217305e-05,0.0,24.85706048225147
v5,0.13880845097210068,0.00016758324167654584,0.0035,-4.257907542579099e-06,-0.0002500000000000002,27.766713390675825
v6,0.06472032928810657,-8.263340332637316e-05,0.002,-3.685048161850584e-06,-0.0002500000000000002,10.801479064406204
vx,0.06593879476037565,0.00022099456720945014,-0.028,-3.3809119088090627e-06,0.0,13.456132397322534
vy,0.08045334248574647,-2.6622337772478204e-06,0.058,7.149285071492881e-06,-0.0002500000000000002,8.247796109736555
vz,0.010805924794290859,-9.974835849704914e-05,-0.007,-2.808052528080479e-06,-0.0002500000000000002,2.951996447627852
