,channel_variance,mean_amplitude,median_amplitude,mean_derivative_value,median_derivative_value,power_spectral_density_max
i,0.05921689449576299,-0.0002477387152782995,-0.0045,-1.8424479166665856e-06,0.0,9.718495332787086
ii,0.022581243214184758,-0.00010766927083335646,-0.03,-1.334635416666696e-06,0.0002499999999999985,5.056860889215202
iii,0.027884320467812123,-6.886718750033487e-05,0.017,5.09982638888895e-07,0.0,2.4981213626030145
avr,0.033923006456955986,-0.00030959635416654145,0.0275,1.5820312499999404e-06,0.0,7.038211548406144
avl,0.037912332301440844,-2.4539930554838104e-05,0.002,-1.169704861111085e-06,0.0,4.412452090512497
avf,0.010417736487758908,0.00015337239583326505,0.008,-4.166666666666594e-07,0.0,1.2966026733155165
v1,0.02401481645510777,-8.009982638847154e-05,0.0215,5.258246527777732e-06,0.0,1.1250169442148537
v2,0.02918594203120646,0.00019770833333267393,0.008,4.140624999999995e-06,0.0002500000000000002,2.621110754815402
v3,0.06527185660949568,0.00022037760416638455,-0.0165,4.7330729166667285e-06,0.0002500000000000002,9.905609492027885
v4,0.11851859753994462,0.00012457031250064419,-0.045,1.8098958333333732e-06,0.0002500000000000002,25.618258744807143
v5,0.1829682331000944,0.0005078602430559509,-0.076,1.8185763888889693e-06,0.0,39.18880000461299
v6,0.08674943121159427,0.00024717013888866745,-0.029,-2.6367187500000624e-06,0.0,17.91247887032927
vx,0.113590497382729,-7.882378472208183e-05,-0.042,-2.5911458333333585e-06,0.0,19.672134333874634
vy,0.045028234334046346,0.00011379340277646074,0.007,3.886718750000055e-06,0.0002500000000000002,1.7648166488051735
vz,0.05645848941448602,-0.00016468750000141693,0.008,8.07942708333328e-06,0.0,2.6344069660076657
