,channel_variance,mean_amplitude,median_amplitude,mean_derivative_value,median_derivative_value,power_spectral_density_max
i,0.03615766104676179,-3.0234476551710185e-05,0.06,-5.7535913075358265e-06,0.0002500000000000002,1.4808804112418112
ii,0.043747756504068314,0.0003672966036727352,0.0025,1.387361263873545e-06,0.0,5.569212518357205
iii,0.07405893204496089,-0.0002254774522539213,0.0345,7.143035696430528e-06,-0.0002500000000000002,3.3656975096647015
avr,0.0214322536989908,0.00021974885844764137,0.012,2.178948771789524e-06,0.0,2.3116910705394074
avl,0.044157249432093267,-0.00015137236276561717,0.021,-6.451438189514583e-06,0.00037499999999998646,1.1398428338090525
avf,0.04986943361209647,4.088341165665766e-05,0.0585,4.266240042662447e-06,0.0,4.270771168857413
v1,0.06566471516092112,7.102206446081468e-05,0.003,-6.149385061493771e-06,0.0,4.636648846592637
v2,0.09534230899996271,0.00010117738226175222,-0.022,8.811618838117025e-07,0.0002500000000000002,39.64764281625349
v3,0.08031294602816286,0.00019856347698618196,-0.0415,-1.953971269539831e-06,0.0002500000000000002,28.447681933725043
v4,0.11371456089411199,-0.0002062960370628372,-0.0395,-5.468203179682038e-06,0.0002500000000000002,14.991560241672495
v5,0.05003662258892292,5.085324800833977e-05,-0.0375,-4.791187547917355e-08,0.0,10.149905709342377
v6,0.03408283701847797,9.260740592578278e-05,0.01,2.564326900643199e-06,0.0,4.21119455533706
vx,0.021697044037939057,0.0001024814185248458,-0.0255,-1.9248075192481087e-06,0.0,4.184083728389816
vy,0.023787981053816038,0.0001401943139021831,-0.0065,-1.0936406359364177e-06,0.0,4.220155651285038
vz,0.06900274229195634,0.0001361780488641209,-0.0455,-6.5430956904309055e-06,-0.0002500000000000002,8.612576089639502
