,channel_variance,mean_amplitude,median_amplitude,mean_derivative_value,median_derivative_value,power_spectral_density_max
i,0.007061160498911808,0.00016453125000041085,-0.0035,-2.003038194444347e-06,0.0002499999999999985,0.7858732780222227
ii,1.815664066172556,-0.00015991319444044475,0.589,-2.9075520833333458e-05,-0.0002500000000000002,6.861204101679034
iii,1.6946264797990809,0.0001536631944425528,0.569,-2.707899305555555e-05,-0.0002500000000000002,3.954536468493643
avr,0.48769618956235716,0.0002459201388874789,-0.2995,1.5540364583333376e-05,0.0,2.932757366385275
avl,0.39685327597311143,-0.0001659201388850571,-0.2705,1.2539062499999938e-05,0.0002499999999999985,0.7923710390225872
avf,1.7533903183961161,2.1223958273855135e-06,0.58,-2.8081597222222306e-05,-0.0002500000000000002,4.973220215110865
v1,0.3029064159797412,-0.00013805555555832985,-0.2155,1.2643229166666672e-05,0.0,9.586820529403438
v2,0.4436691859401297,0.00010389322916941095,-0.1625,8.674045138888878e-06,0.0002500000000000002,62.7730863848068
v3,0.4110811890946484,0.000286419270830244,-0.1695,9.674479166666625e-06,0.0002500000000000002,44.67592624016593
v4,0.32481467835774097,-0.00013782118055518188,-0.1735,8.446180555555548e-06,0.0002500000000000002,26.131693427900426
v5,0.2643222928817864,0.00037288194444267677,-0.1645,7.48263888888898e-06,0.0,7.730390474269808
v6,0.09712208000979408,5.8676215277190644e-05,-0.046,3.1705729166665965e-06,0.0,8.008689094971235
vx,0.03587966098729877,0.0001781770833333758,-0.0145,-1.8663194444444789e-06,0.0,3.356307067576562
vy,1.0482921458377372,-0.00011713975695154744,0.4155,-2.5334201388888904e-05,-0.0002500000000000002,4.996561333351512
vz,0.01672346560067674,-0.0003229644097227705,0.014,-1.8467881944444138e-06,0.0,5.599271733063724
