,channel_variance,mean_amplitude,median_amplitude,mean_derivative_value,median_derivative_value,power_spectral_density_max
i,0.016068137770492492,-4.0375129153407416e-05,-0.0195,3.2371762823717003e-06,0.0002500000000000002,2.6211511280337
ii,0.09571155218433716,-0.00010681431856813273,-0.06,-6.145218811452771e-07,0.0,20.996222543162098
iii,0.10177363497277656,-1.7652401426614395e-05,-0.06,-3.864196913641957e-06,-0.0002500000000000002,15.901214623528153
avr,0.03043628565812832,-0.00012959537379579806,0.037,-1.3144518881446241e-06,0.0,6.970105808616854
avl,0.03499522337430276,-3.067193280551562e-05,0.0065,3.547561910475616e-06,0.0002500000000000002,3.153265258891085
avf,0.09472064595083544,0.00018877278938684983,-0.0665,-2.2331100223311043e-06,-0.0002500000000000002,18.222413707372173
v1,0.27613649364162934,9.766939972739115e-05,0.157,3.0121987801221332e-06,0.0002500000000000002,6.941070128369899
v2,0.11743364986502647,-3.962103789667866e-05,0.029,-5.611938806119322e-06,0.0002500000000000002,36.90927623850397
v3,0.4923682388521603,-0.00020573775955800235,-0.1055,-1.8227343932273557e-05,0.0005000000000000004,55.40836926186404
v4,0.029625996665964396,9.796936972967924e-05,-0.01,-4.984918174849155e-06,0.0,0.5710589286411988
v5,0.07221643273519285,-4.7395260473909954e-05,-0.075,7.290937572914059e-08,0.0002500000000000002,21.371636690345415
v6,0.07056820980461105,0.0001468394827191467,-0.0305,-4.784938172849397e-06,0.0002500000000000002,9.48372860701076
vx,0.01607973987891573,1.8289837681359214e-06,0.02,1.2498750124987223e-06,-0.0002500000000000002,8.379827858716551
vy,0.08286644411004468,8.577475585724009e-05,-0.061,-1.672749391727478e-06,-0.0002500000000000002,17.029878256910536
vz,0.04037400500216563,0.0001422274439221629,0.0045,-4.926590674265779e-06,-0.0002500000000000002,13.316798723285801
