,channel_variance,mean_amplitude,median_amplitude,mean_derivative_value,median_derivative_value,power_spectral_density_max
i,0.18589176593708207,9.461553844203094e-05,0.0065,-1.1275955737759692e-05,0.0,3.482263440554299
ii,0.02553768809969292,-8.792454087944031e-05,0.0035,-8.228343832283205e-07,0.0002500000000000002,5.931261109025742
iii,0.18591363035418962,-0.00018473569309516153,-0.0135,1.0440622604406092e-05,0.0,7.862163940305792
avr,0.05923599205778877,0.00024507549245027384,0.04,6.049395060493865e-06,0.0,1.8037942577960786
avl,0.17951853925654584,-0.00010888077859319007,0.01,-1.0853081358530948e-05,0.0,3.7321205073341224
avf,0.05923858938102862,-0.00012707479252072225,-0.02,4.8036862980368945e-06,0.0002500000000000002,6.492029301368232
v1,0.017224653639689235,-0.00023688464486847652,0.0325,1.949805019498071e-06,0.0,1.814352673124354
v2,0.09131866294984213,-1.65983401671701e-05,0.0635,5.0494950504949215e-06,0.0,16.577920249071283
v3,0.055940828038244086,-4.5341299203365004e-05,0.0165,2.203946272039462e-06,0.0,12.106634220389566
v4,0.09667423982290009,0.00016229627037213682,-0.0235,-3.9933506649336255e-06,0.0002500000000000002,10.507757384218985
v5,0.049214087091866046,1.94563876947399e-05,-0.0265,3.907942539079482e-06,0.0002500000000000002,7.722273668217538
v6,0.02552241167567771,-0.000260498950104683,-0.011,2.666400026663995e-06,0.0,3.745659471036196
vx,0.037426659839705494,-0.00024205912742003623,-0.0195,2.0956237709562616e-06,0.0,5.320577628820716
vy,0.013379456533307707,-0.0001744075592440368,0.002,-1.0915575109155114e-06,0.0002499999999999998,3.7444387765919713
vz,0.017160050207882027,-0.00017993200679929797,-0.0125,-4.3120687931207035e-07,0.0,4.440938442849602
