,channel_variance,mean_amplitude,median_amplitude,mean_derivative_value,median_derivative_value,power_spectral_density_max
i,1.7502716701966827,-0.00022041666667340826,-0.454,-3.963758680555511e-05,0.0,2.0507806516879508
ii,4.077196188522256,-0.00011307725694350643,-0.8075,-6.561414930555464e-05,-0.00024999999999997247,7.073059808218608
iii,0.6332086980690701,0.0001065538194399386,-0.0545,-2.596788194444411e-05,-0.00024999999999997247,4.3773827298798444
avr,2.7554058234993657,-9.662760415994551e-05,0.6615,5.263237847222353e-05,0.0,3.2334646194732213
avl,0.17245298344160526,-0.00017779947916786727,-0.011,-6.842447916666708e-06,0.00025,0.950744635588008
avf,1.9176371155875196,-0.00025265190971626006,-0.4935,-4.579644097222293e-05,-0.00024999999999986144,5.4599918045013505
v1,0.5429237632486462,-0.00019198350694011929,-0.04,-2.1740451388888895e-05,0.0,4.391759122552833
v2,0.10069066477723712,0.00022987413194474536,0.031,-8.706597222222088e-06,0.0,13.375231301901483
v3,0.12538242710449723,0.00025782986111126286,0.057,1.2348090277777432e-06,0.0002500000000000002,9.038870207641164
v4,4.889924707422882,-0.0002677734374910009,0.074,5.826605902777874e-05,0.0002500000000000835,4.111959042211726
v5,2.4037975510906833,0.00020133246527259246,-0.35124999999999995,2.871744791666639e-05,0.00024999999999997247,8.286679117009168
v6,4.920497588782988,-0.00014411024304148435,-0.1515,4.440755208333297e-05,0.00024999999999997247,9.53281165927063
vx,0.12672116450857418,-5.6662326388873116e-05,-0.04,-2.9969618055557266e-06,0.0,5.287982089054831
vy,1.2944879012962918,-0.00015368489583818116,-0.047,1.276909722222205e-05,0.0,5.451801309790003
vz,0.6693865505331319,0.00010661024305124831,-0.1355,-2.2714843750000413e-05,0.0,1.9004983685330206
