,channel_variance,mean_amplitude,median_amplitude,mean_derivative_value,median_derivative_value,power_spectral_density_max
i,0.0084464461807391,-0.0002376822916666076,-0.01,9.548611111111026e-07,0.00025,3.6795160440603416
ii,0.07463500824462356,7.05859375020755e-05,0.0065,6.8901909722223745e-06,0.0,9.981170796521996
iii,0.05227737963389655,0.00019832031249927238,0.0275,5.9331597222223246e-06,0.0,5.62576845721259
avr,0.028484779116735418,-0.0002220876736096508,0.009,-3.927951388888881e-06,0.0,5.476768527563501
avl,0.011717050930641812,-0.00016378472222239285,-0.005,-2.4826388888888143e-06,0.0,1.6993244913376693
avf,0.06133718453288888,-0.00011531250000067922,0.02,6.410590277777669e-06,0.0,7.0007018372462015
v1,0.014035473914474933,0.00010014322916685463,0.006,-9.22309027777703e-07,0.0,3.2114087459402043
v2,0.06649559579326862,0.00010869791666679804,0.027,-7.486979166666256e-07,0.0002500000000000002,20.98433710914956
v3,0.0588684441293988,4.473524305556787e-05,-0.0215,-2.5217013888888877e-06,0.0002500000000000002,30.866201363181375
v4,0.06825356547536007,3.3559027777769365e-05,-0.076,-2.2786458333331095e-06,0.0005000000000000004,36.83660583438962
v5,0.07443971471920272,-9.792100694448824e-05,-0.0885,-9.91753472222226e-07,0.0004999999999999866,31.57067130468262
v6,0.060241959249736694,0.00014948350694449398,-0.073,-4.774305555554896e-07,0.0002500000000000002,20.086607629785263
vx,0.04613119527723659,0.00020073784722231662,-0.0575,-5.425347222221434e-07,0.0002500000000000002,17.97505669552975
vy,0.03475085532532193,-7.754774305671312e-05,-0.005,2.873263888888837e-06,0.0,7.971665315215681
vz,0.01326691617282085,1.1067708332783171e-06,-0.0115,2.191840277777272e-07,0.0,3.5684963178709985
