,channel_variance,mean_amplitude,median_amplitude,mean_derivative_value,median_derivative_value,power_spectral_density_max
i,0.4158807657283864,0.0001437891024881677,0.038,2.4180980548287906e-05,0.0002500000000000002,5.242645034027627
ii,1.0677050161453372,-0.00021374701399309572,-0.1165,3.943521783642313e-05,0.0,1.6105093417679863
iii,0.1766050365919223,0.00016453759526581792,-0.1125,1.5251393470594872e-05,0.0,7.571453552057079
avr,0.6976576663988544,4.3044022297136546e-05,0.0395,-3.181947446251832e-05,0.0,1.2559245074602106
avl,0.029282937054467918,0.00011182459333468041,0.0295,4.461949721305755e-06,0.00025,6.056073435176011
avf,0.5181775051434019,-2.636218859886571e-05,-0.1305,2.7340461835968617e-05,0.0,3.316936021017168
v1,0.0457838426522368,3.5763849393286185e-05,0.067,8.235695597770388e-06,0.0,2.7137561526461305
v2,0.15238510649515388,0.00016548743032733336,0.0185,9.108747582754875e-06,0.00024999999999998634,63.29649853708907
v3,0.17109258586045845,0.0001589750881580306,0.0095,8.650892958707811e-06,0.0002500000000000002,85.55087930093586
v4,0.13313863408419405,0.00023587760209246717,0.031,8.710613127061674e-06,0.0002500000000000002,42.894091174572736
v5,0.1283728472567372,0.0002008303947239099,0.038,1.07695370265045e-05,0.0,5.627824957448775
v6,0.03271174815949733,1.8427937673046999e-06,0.0365,5.528381299055906e-06,0.0,2.091455893760665
vx,0.027515714060920363,0.00023408030940728488,-0.0095,3.884654760550541e-06,0.0,3.258915697742261
vy,0.26212325994433255,-0.00015435672847260073,-0.0975,1.935217836423606e-05,0.0,1.8193559276658924
vz,0.02383708940924548,2.607780684942946e-05,-0.0025,-4.632578773745903e-06,0.0,3.335734618598003
