,channel_variance,mean_amplitude,median_amplitude,mean_derivative_value,median_derivative_value,power_spectral_density_max
i,0.943354036869867,-6.715161816756599e-05,-0.074,2.6539012765390024e-05,0.0,6.19522657296165
ii,3.5371451964868768,3.2525914071015064e-05,0.1325,5.0153318001533755e-05,0.0,8.594357927187158
iii,0.889863460618586,0.00012759974002763514,0.063,2.3620554611205242e-05,0.0,1.1676010850540621
avr,2.0177548322295547,1.533596639839555e-05,-0.0385,-3.834824850848287e-05,0.0,7.102598762993602
avl,0.03229840803800136,0.00012638736126388623,-0.019,1.462353764623523e-06,0.0,1.5304129321801556
avf,1.9776749280583947,7.385511449326248e-05,0.151,3.6883811618837966e-05,0.0,3.3322307943421414
v1,0.0530336708549735,0.0001261748825116971,-0.0305,2.624737526247276e-06,0.0002500000000000002,20.2885116165159
v2,0.3475330054610405,-0.00020700429956976892,0.0115,-1.1992550744925491e-05,0.00024999999999997247,110.34102349467746
v3,0.3819535725985577,-9.898176849272643e-05,0.0035,-1.1219711362197003e-05,0.0,128.94374769363728
v4,0.23934039385025802,-0.0001090432623392783,-0.1295,-3.1955137819550695e-06,0.0,90.61625374130367
v5,0.10101887130253039,0.0003438697796892372,-0.079,2.0247975202480557e-06,0.0,28.904915248244386
v6,0.1559298160443839,-0.00017887377928732317,0.046,1.0557277605572907e-05,0.0,7.914474274175361
vx,0.12977571027981158,0.00014093174015821332,0.0475,6.161883811619131e-06,-0.0002500000000000002,39.38414718825472
vy,0.5367017017636079,-0.0001742742392446299,0.082,1.6462937039629178e-05,0.0,5.035015250743643
vz,0.025188763448848225,4.6228710462090436e-05,0.0435,1.5644268906442578e-06,-0.0002499999999999985,18.09119478577266
