,channel_variance,mean_amplitude,median_amplitude,mean_derivative_value,median_derivative_value,power_spectral_density_max
i,0.7287784678552028,-0.0002421614583274038,-0.079,-1.2992621527778193e-05,0.0,9.070900441074945
ii,1.2966425776185873,8.365017361233837e-05,0.124,1.3995225694444781e-05,0.000500000000000056,7.6030153237895135
iii,2.8264733285098314,0.00019447482638219323,0.354,2.6998697916666453e-05,0.000499999999999997,18.734172776016692
avr,0.30609854760858385,-8.798177083386035e-05,-0.0005,-4.991319444445109e-07,-0.0002500000000000002,3.653001890878508
avl,1.4533974883076348,-0.00021250434028079272,-0.3165,-1.999348958333244e-05,-0.00024999999999997247,12.00146129593569
avf,1.8792916350755413,0.00014121527777685426,0.2095,2.0494791666666298e-05,0.0005000000000000004,10.901374368754475
v1,0.4748104872097315,-2.7113715276360903e-05,0.188,-7.4045138888886294e-06,0.0,19.604502582673966
v2,0.37115876142033094,3.4058159721830256e-05,0.066,-4.12109375000015e-06,0.0,45.65804699921589
v3,0.33145957402134385,3.0008680555327185e-05,0.0345,-8.702256944444578e-06,0.00024999999999998634,35.80852406248717
v4,0.5055594899404885,1.526909722049818e-05,0.02,-2.0371093750000058e-05,0.0,18.75116702662861
v5,2.175317086010346,0.00017996093750354914,-0.126,9.576822916667954e-06,0.00024999999999997247,22.277369102590576
v6,1.343571880019976,0.00023870225694271386,-0.0695,6.158854166666877e-06,0.00024999999999997247,20.948380080579067
vx,0.5381732797737995,-0.00023000434027787737,-0.0225,2.5260416666665685e-06,0.0,6.565271262390432
vy,2.3744386406053297,0.00019454427084102417,-0.024,2.6436631944444472e-05,0.0002500000000000002,11.127755878564587
vz,0.4726859208744434,0.0003648958333327592,0.0825,-8.42013888888852e-07,-0.00024999999999997247,7.597042904495948
