,channel_variance,mean_amplitude,median_amplitude,mean_derivative_value,median_derivative_value,power_spectral_density_max
i,0.026037439836110902,-0.00026906684027738683,-0.043,8.029513888889224e-07,0.00024999999999999675,3.8757970865051745
ii,0.10582590617249663,0.00021740017361117852,-0.012,5.323350694444485e-06,-0.00024999999999997247,24.17850317729727
iii,0.058257872835751214,0.0002767317708334176,-0.0125,4.52039930555578e-06,-0.0002500000000000002,13.356716068977251
avr,0.05135364246791181,3.397135416728976e-05,0.0315,-3.0577256944444405e-06,0.0,10.347164000721444
avl,0.015693824309995004,2.134548611099238e-05,0.0115,-1.8619791666665467e-06,0.0002500000000000002,2.169605061822478
avf,0.07552119483297329,0.0002485503472224606,-0.0025,4.917534722222338e-06,-0.0002500000000000002,18.070953577937818
v1,0.04868088598347789,-0.00014983940972231315,0.044,3.6675347222215956e-07,0.0,15.074500950795144
v2,0.23315099451429183,0.0001633246527778033,0.058,-9.637586805555659e-06,0.0002500000000000002,57.90161138875078
v3,0.12695493539192945,-3.591579861042825e-05,-0.0645,-7.026909722222503e-06,0.0002500000000000002,15.801001723975121
v4,0.030298222239969346,1.1488715278141317e-05,-0.0065,-1.4192708333332802e-06,0.0002500000000000002,5.630083518800121
v5,0.07525920620962293,1.2022569444693487e-05,-0.032,-7.595486111111015e-07,0.0,15.121794542578918
v6,0.06332215452416023,0.0001305642361108678,-0.0455,-2.3394097222222995e-06,0.0,16.611771767267612
vx,0.04981040318839904,-0.00016510850694432193,-0.024,-3.930121527777749e-06,0.0,9.619187465037658
vy,0.06337372440333053,6.651909722232533e-05,-0.051,-1.0351562499999796e-06,-0.0002500000000000002,21.77547782039685
vz,0.03999702984432881,-0.00018333767361099448,0.0215,-6.280381944444474e-06,0.0,0.2231927516771718
