,channel_variance,mean_amplitude,median_amplitude,mean_derivative_value,median_derivative_value,power_spectral_density_max
i,0.013349042879949553,3.8554477885565345e-05,-0.0175,-1.4144418891445792e-06,0.0,8.250728480842952
ii,0.24576306747707885,-0.0002444547211924558,0.047,1.606714328567143e-05,0.00024999999999997247,9.514400239929524
iii,0.24671245667002034,3.330500283449223e-05,0.0,1.7473252674732503e-05,0.0,29.229898202835678
avr,0.06789150590498565,-0.00024536296370383743,-0.048,-7.328433823284207e-06,-0.0002500000000000002,2.5153351659671292
avl,0.06859995620425448,-0.00016477102289841764,0.014,-9.444888844448879e-06,0.0,16.263969397721866
avf,0.2428916689880949,-0.00010575192480649111,0.0235,1.6775405792754055e-05,0.0,17.356956526047355
v1,0.2001284666038756,-7.052628070515871e-05,0.086,7.2680231976798785e-06,0.0007500000000000007,137.05404453013702
v2,0.727105606989878,-0.00011112222111035806,0.2035,1.7206612672066012e-05,0.0012500000000000011,463.29995053226514
v3,1.2241489066797155,-0.0003409992334098883,0.1905,1.1838399493383203e-05,0.0015000000000000013,840.0815634290003
v4,0.9785044713509393,-0.0005485368129852268,0.1815,2.2314435223142377e-05,0.0012499999999999994,661.0101859287367
v5,0.9756127090792377,0.00012028797120409787,-0.031,2.867629903676363e-05,0.0002500000000000002,19.06305783152004
v6,0.1570907389109046,-0.0001253208012527524,-0.0925,-8.747041962470526e-06,0.0,85.98329815559107
vx,0.09493669081953399,4.624120921141594e-05,-0.008,1.5227643902275084e-06,0.0,22.616430443645875
vy,0.045505160045301724,0.00018271089557640548,0.061,-4.791187547911885e-07,0.0002499999999999933,8.037484334004073
vz,0.29973359093706603,0.00034834433223401146,-0.126,-8.449155084491424e-06,-0.0007500000000000007,208.048548054768
