,channel_variance,mean_amplitude,median_amplitude,mean_derivative_value,median_derivative_value,power_spectral_density_max
i,0.06681443177979689,-0.0001496725327456335,0.049,6.320201313202012e-06,0.0,3.31061294307348
ii,1.3985857952502792,0.00017256191046821477,-0.2325,2.2360263973602443e-05,0.0,7.9585069534650925
iii,0.9473394434238556,-0.00012010048996306496,-0.1615,1.604006266040053e-05,0.0,1.9062396686088914
avr,0.4958328569309162,-6.774322566437891e-06,0.08525,-1.4336066393360549e-05,0.0,5.220823460951365
avl,0.15739650503090882,0.00015376379028425753,-0.039,-4.8578475485785426e-06,0.0,0.39801196537824435
avf,1.1562494085172716,0.00027512665400460497,-0.2285,1.9195997066959607e-05,0.0,4.214769787241259
v1,0.10035921561456566,-0.00025702013131941156,0.0435,-5.332800053327983e-06,0.0,1.6171347134059462
v2,0.05690641872112839,2.8676299037346966e-05,-0.022,-7.915875079158787e-07,0.0,7.161832079030025
v3,0.05369042870380259,0.0004220536279710014,-0.0485,7.624237576243326e-07,0.0002500000000000002,14.617996753893443
v4,0.06503829663066976,-5.155734426559039e-05,-0.049,4.491217544912016e-06,0.0002500000000000002,16.930075502393642
v5,0.05513719125637228,4.1799986668578855e-05,-0.038,4.53912942039123e-06,0.0002500000000000002,12.850441518171145
v6,0.03826154206378766,0.00019190164316870557,-0.0295,-5.311968803119516e-07,0.0,6.320410098907901
vx,0.03071337774541559,-0.00014728110522283495,-0.0205,-4.6662000466615816e-07,0.0,8.693945123752995
vy,0.6454029084412868,-1.0465620109223606e-05,-0.1105,1.43589807685898e-05,0.0,3.56048067177099
vz,0.04765757264553127,-5.89107755884014e-06,0.056,9.478218844783381e-07,0.0,1.5473017983100745
