,channel_variance,mean_amplitude,median_amplitude,mean_derivative_value,median_derivative_value,power_spectral_density_max
i,0.9155750466693534,0.00015359375000291057,0.056,5.95920138888889e-06,0.00024999999999997247,3.8186195174250672
ii,0.6689350321126937,-0.00011303385416781313,0.185,1.7298177083333687e-05,0.00024999999999997247,2.8727445907568487
iii,0.6340274241190892,0.0002520399305542161,0.066,1.1338975694444325e-05,0.0,3.0959733242987193
avr,0.6337320951287341,-2.065972222120791e-05,-0.1115,-1.1631944444444618e-05,0.0,2.8988380382758256
avl,0.6072873708448049,0.00017487413194399535,-0.0445,-2.693142361111214e-06,0.00024999999999997247,2.0705644358642674
avf,0.42262034181509583,6.094618055672341e-05,0.084,1.4312065972222115e-05,-0.00024999999999997247,2.363694830110646
v1,5.774340379994724,-5.052951389084221e-05,0.5395,4.378906249999909e-05,-0.00024999999999997247,2.941042608712259
v2,6.731971703639915,0.0002280164930720912,0.561,4.902777777777749e-05,0.0004999999999997229,5.028458773015782
v3,5.349383593038293,0.00022423177083548876,0.654,4.092013888888822e-05,0.0007500000000000007,3.399614302889973
v4,5.667076650439425,0.00026262586806022353,0.517,3.9993489583332135e-05,0.0010000000000000009,5.34431762912744
v5,6.101398894039814,-2.6818576395298684e-05,0.526,4.29578993055569e-05,0.0007499999999998064,11.911902204163633
v6,6.592304377021626,-0.0001796527777785003,0.5075,4.66015624999993e-05,0.00025000000000030553,12.70900540335774
vx,0.058313060887796246,-1.5373263889218105e-05,-0.0485,8.355034722222646e-07,0.0,7.949468546440141
vy,1.7111652055476265,-0.0001092274305548742,-0.2985,-1.7478298611111533e-05,-0.000500000000000056,2.821948252612146
vz,0.0681446818632585,-0.00010596788194582587,-0.0045,2.4262152777778757e-06,0.0,0.2588333728622786
