,channel_variance,mean_amplitude,median_amplitude,mean_derivative_value,median_derivative_value,power_spectral_density_max
i,0.10362319486641905,-5.244791666528701e-05,0.002,4.626736111110942e-06,0.0002500000000000002,4.198429654685928
ii,0.2177596515849509,0.0003278906250009669,0.02,1.1072048611110918e-05,0.0,10.503934234534885
iii,0.15624821813126355,-0.0003881857638889225,-0.027,6.445312500000128e-06,-0.0002500000000000002,9.017994826548238
avr,0.12160522138173856,0.00011017361111065435,-0.024,-7.849392361111178e-06,0.0,4.7920179435872505
avl,0.07549001142068827,0.00013350694444419435,0.01,-9.027777777777969e-07,0.0002500000000000002,4.228476842015794
avf,0.16108066024863518,0.00046399305555413643,-0.0145,8.760850694444295e-06,0.0,8.215163572987818
v1,0.11636877525272792,-0.0002271050347233932,0.0735,-6.996527777777886e-06,0.0,14.530177177278382
v2,0.23265966629926077,0.00013085503472231775,-0.024,4.796006944445174e-07,0.0002500000000000002,115.28116579307589
v3,0.23733155643409776,0.00012559895833349105,-0.0405,-7.306857638888831e-06,0.0002500000000000002,64.87246729756046
v4,0.10129508686682838,-0.0001757595486103301,-0.031,-4.307725694444349e-06,0.0002500000000000002,17.29132428997907
v5,0.06939073239872981,0.00039668402777793204,-0.0275,-9.765625000002145e-08,0.0,8.26366963423033
v6,0.06162513001845902,0.00023472656250006252,-0.01,2.9947916666658187e-07,0.0,8.843341278112312
vx,0.16670836250009274,-1.4049479166777068e-05,0.0145,3.7825520833332773e-06,0.0,4.547351485662693
vy,0.11667751123153691,-5.633680555482656e-05,-0.0345,3.446180555555513e-06,0.0,12.006351838490968
vz,0.12116828101317993,8.135850694439732e-05,0.05375,2.9427083333334187e-06,-0.00024999999999997247,7.03409960990358
