,channel_variance,mean_amplitude,median_amplitude,mean_derivative_value,median_derivative_value,power_spectral_density_max
i,0.38192336433642454,3.508815784757799e-05,-0.0065,-1.4317318268172896e-05,0.0,1.0901316966111785
ii,0.7587079096414091,-0.00010105656101124527,-0.08475,-2.2160283971602887e-05,0.0,1.1103721185156326
iii,0.07635080623013564,-0.00013531563510183286,-0.066,-7.842965703429594e-06,0.0002500000000000002,2.2755927050109626
avr,0.5512304170744222,3.2442589074494586e-05,0.0445,1.8241925807419216e-05,0.0,0.41587769291331955
avl,0.03938412189332655,-0.0003536604672855778,0.0195,-3.2392594073925357e-06,0.0,1.180713555008539
avf,0.3220492013778279,0.00013306586007782239,-0.081,-1.499850014998507e-05,0.00024999999999997247,1.560492994082122
v1,0.08557018340844426,0.00037802469753020815,0.087,4.597456920974521e-06,0.00024999999999997247,14.438971347035578
v2,0.12626525449495363,0.0002037421257870495,0.036,5.963986934639892e-06,0.0,43.99135169281195
v3,0.05219478770627889,-7.359680698592363e-05,0.036,2.145618771456107e-06,0.0,24.129554807759806
v4,0.07146593154593409,0.0001348406825970003,-0.0425,5.970236309702399e-06,0.0,8.672374861987228
v5,0.05383208034684084,0.00023049361730421465,0.049,6.357697563576923e-06,0.0,0.7842389697480332
v6,0.14520115719779914,0.0001607422591086199,0.023,1.0992650734926389e-05,0.0,2.0636656933718456
vx,0.021747134905571258,-7.377595573649955e-05,-0.0315,2.7913875279138776e-06,0.0,1.7301687620392632
vy,0.23602493314616302,-0.0001291579175413495,-0.066,-1.0065660100656743e-05,0.0,1.258380466139868
vz,0.031143373733233788,0.0001409650701601342,-0.024,-1.1290537612904908e-06,0.0,12.536383425629655
