,channel_variance,mean_amplitude,median_amplitude,mean_derivative_value,median_derivative_value,power_spectral_density_max
i,0.021284619256926898,-0.00011611111111072865,-0.0085,-3.4722222222222046e-06,0.0002500000000000002,1.2875703984187385
ii,0.01603994216793706,8.420138888917798e-05,-0.015,3.363715277777843e-07,0.0,2.521452573385157
iii,0.03688599215671499,0.00020091579860971573,-0.015,3.7999131944444077e-06,-0.0002500000000000002,1.1997208524375749
avr,0.009428150506144317,-0.0002201432291664543,0.0135,1.5711805555555545e-06,0.0,1.545489615866352
avl,0.02507558672908875,9.174045138876518e-05,0.0205,-3.637152777777712e-06,0.0002500000000000002,0.668121356919834
avf,0.02114227982373505,0.00014266059027868034,-0.007,2.063802083333222e-06,0.0,1.6462185124920334
v1,0.017593983342251554,-5.8107638888982386e-05,0.0045,-1.4105902777776534e-06,0.0,1.9149324437706308
v2,0.07107325386071682,-0.00023250868055552657,0.0065,-4.937065972222325e-06,0.0002500000000000002,6.213292010483369
v3,0.07860279612723968,6.383246527972068e-05,0.029,-5.299479166666696e-06,0.0002500000000000002,10.69488861226241
v4,0.04940074294311629,0.0002153949652777227,0.011,-2.3697916666665254e-06,0.0005,7.254494228698884
v5,0.06706137188801434,-6.588541666686991e-06,-0.027,-7.269965277776967e-07,0.0002500000000000002,10.0389256478701
v6,0.036946463507526055,7.329861111030247e-05,-0.0275,-3.869357638888898e-06,0.0,4.181965664923683
vx,0.03495888301672152,-0.0002117013888888667,-0.018,-2.2352430555554984e-06,0.0002500000000000002,4.214330057095498
vy,0.02422859072920977,0.00022398003472229086,-0.0365,2.4587673611110517e-06,0.0,1.8836998276591417
vz,0.00929029124810626,-0.00020862413194448843,-0.011,-7.052951388889347e-07,-0.00025,1.666619597192419
