,channel_variance,mean_amplitude,median_amplitude,mean_derivative_value,median_derivative_value,power_spectral_density_max
i,0.5116210716441639,-0.00023364746858680068,-0.082,1.995217144952201e-05,0.0,2.5065254324783965
ii,0.4879655341704831,0.00014990584274288677,-0.117,2.0214645202146372e-05,-0.0002500000000000002,3.436376706010442
iii,0.009889802321678706,-0.00011560927240616739,0.005,2.6872312768719243e-07,-0.0002500000000000002,0.5232417532742841
avr,0.49731971329190805,4.202079792215668e-05,0.0985,-2.008340832583379e-05,0.0,2.752172683309614
avl,0.13868978439605475,5.816085059191341e-06,-0.0165,9.830266973302376e-06,0.0002500000000000002,0.7131529564356188
avf,0.12102201341336549,1.6452521413610264e-05,-0.067,1.0242725727427348e-05,-0.0002500000000000002,1.4405664838408654
v1,0.0270487147966799,0.00014149001766382857,0.037,3.7850381628503774e-06,0.0002500000000000002,5.166206443680621
v2,0.06668171228928556,4.7824384227196685e-05,0.0255,3.564226910642192e-06,0.0005000000000000004,19.136965944757776
v3,0.32830633948940857,-0.00013993184015375515,-0.028,1.5283888277838694e-05,0.0005000000000000004,14.327745132251318
v4,0.1671083084641466,-0.0002224860847224786,0.0405,7.567993200679984e-06,0.000250000000000028,10.49789986709547
v5,0.07398871718160041,0.00020949988334609146,0.021,5.1578175515780956e-06,0.0002500000000000002,10.36219253505362
v6,0.05225024710084352,4.0662600408531715e-05,-0.0045,5.539029430390236e-06,0.0,6.44948273450729
vx,0.26945820481925425,5.878578808628807e-05,-0.0205,-1.1300953238009427e-05,0.0,6.471834098405212
vy,0.0092020274840808,0.0001246125387462548,0.02,8.957437589577738e-08,0.0,0.47415652919145745
vz,0.017730678498776433,-0.0001339866013403015,-0.014,-1.856064393560737e-06,-0.0002500000000000002,2.296723842936479
