,channel_variance,mean_amplitude,median_amplitude,mean_derivative_value,median_derivative_value,power_spectral_density_max
i,0.08824763964148921,0.0001988585069439931,-0.054,-2.5086805555556092e-06,-0.0002500000000000002,11.079842610939945
ii,2.297259997939679,-0.0001790842013902245,0.0865,3.838975694444641e-06,0.0004999999999999449,3.540793308483826
iii,3.1932078409172138,-0.00021553385417447156,0.1575,6.349826388889325e-06,0.0004999999999999449,16.86378946232826
avr,0.3945026009494142,-0.00017809461805522194,-0.0135,-6.597222222221077e-07,0.0,2.7759369357319787
avl,1.0664640971286896,-0.00012388454861448654,-0.116,-4.431423611111548e-06,-0.00024999999999997247,13.256487315851329
avf,2.723146816041702,-0.0001966406249921321,0.1245,5.093315972221671e-06,0.0004999999999999449,7.644723795653163
v1,0.613190858776867,7.375434027917509e-05,-0.113,-9.700520833335927e-07,0.0002500000000000002,51.55085510258809
v2,0.6944585910782324,7.174913194567417e-05,-0.1245,-5.915798611111183e-06,0.0005000000000000004,69.37313787541241
v3,0.7206581089094581,0.00013426215277591717,-0.0815,-8.804253472222597e-06,0.0005000000000000004,54.46476761468375
v4,0.666545946840747,0.00010446614583622904,-0.091,-8.467881944444388e-06,0.0005000000000000004,30.940041149152467
v5,0.5707996105865923,-6.690538194226876e-05,-0.1035,-5.65755208333313e-06,0.00024999999999997247,2.231081384736414
v6,0.6606405407890149,-0.00017842881944502592,-0.1265,-6.295572916666586e-06,0.00024999999999997247,1.788125987851103
vx,0.03370883626388105,2.6744791667150397e-05,-0.0145,-5.603298611111052e-06,0.0,4.119880168419091
vy,0.580158596323816,-0.00019185329861114028,-0.1265,-6.582031250000257e-06,0.000250000000000028,5.7188468863621695
vz,0.03797977449070891,-0.00038628472222252644,-0.0275,-1.8381076388888848e-06,-0.0002500000000000002,13.205552660634302
