,channel_variance,mean_amplitude,median_amplitude,mean_derivative_value,median_derivative_value,power_spectral_density_max
i,0.278670485767623,-7.638020833354156e-05,0.1125,-1.4973958333336303e-06,-0.0010000000000000009,11.080200639123627
ii,0.11891979935522423,-0.0001254947916668779,0.04,2.584635416666671e-06,0.0,9.312282962641588
iii,0.32935385065856926,-4.946614583400406e-05,0.006,4.0820312499997126e-06,0.0007500000000000007,2.4669749523351197
avr,0.11643360378033747,0.00011437499999913963,0.02775,-5.468750000002173e-07,0.0002500000000000002,9.828388994708753
avl,0.27428120937249384,-1.3593749999730688e-05,0.0705,-2.779947916666969e-06,-0.0010000000000000009,3.9375448130453856
avf,0.15446862214246473,-8.716145833253802e-05,0.0245,3.3463541666663018e-06,0.0002500000000000002,3.115278963282734
v1,0.21277641877927359,-1.9179687500264472e-05,0.015,3.8346354166665525e-06,0.0005000000000000004,11.43007131434872
v2,0.33250703854099345,-0.0002508203125011135,0.078,3.4374999999999425e-06,0.000250000000000028,64.82829350299176
v3,0.1787102287421446,5.0208333332876185e-05,0.063,-3.7499999999997794e-06,0.0005000000000000004,12.345261587813487
v4,0.17159438709267308,0.0001798177083338508,0.024,3.2291666666665026e-06,0.0005000000000000004,10.061371175111427
v5,0.17400742431885893,-0.00012410156249952628,0.0255,2.7799479166664066e-06,0.0004999999999999727,16.11715971141244
v6,0.1768724100553208,0.00012903645833324342,0.0375,4.811197916666646e-06,0.0002500000000000002,18.21018126688546
vx,0.04889914985228491,-9.821614583331207e-05,-0.024,3.079427083333292e-06,0.0,15.196533480986378
vy,0.14808793816194887,-2.315104166743579e-05,-0.00075,2.85156249999991e-06,0.0,5.316278090862159
vz,0.009971992146321029,-0.00018981770833345396,-0.026,5.358072916666619e-06,0.0,1.5195059458979043
