,channel_variance,mean_amplitude,median_amplitude,mean_derivative_value,median_derivative_value,power_spectral_density_max
i,0.016236928129251763,0.00018670572916723832,-0.0045,-1.2708333333333355e-05,0.00024999999999999675,0.3071413981744696
ii,0.030966912323199047,0.00014847656250082102,-0.0005,-1.0989583333333097e-05,0.0002500000000000002,4.395994029623535
iii,0.013636584931216894,-3.6848958333346636e-05,0.0165,1.7252604166666639e-06,0.00025,5.052585659547954
avr,0.020192198982575908,-0.00016865885416692228,0.0055,1.1835937499999916e-05,-0.0002500000000000002,1.010930707911943
avl,0.007196675652156371,0.00011321614583340886,-0.0165,-7.200520833333376e-06,0.0,1.5039210631270787
avf,0.01824444439318562,5.3958333333264535e-05,0.01,-4.635416666666586e-06,0.0002500000000000002,4.686585586944592
v1,0.04378637710129764,-0.00012006510416686006,0.0085,-1.4537760416666786e-05,0.0002500000000000002,6.746768653432989
v2,0.06733554800925437,0.00018792968750009378,-0.0355,2.174479166666716e-06,0.0002500000000000002,25.973630093910785
v3,0.03958096465711585,-0.00020833333333336942,-0.024,3.190104166667476e-07,0.0,16.422789200093344
v4,0.024991952710428835,-0.0001063932291666654,-0.013,-4.5507812500000085e-06,0.0,6.830764645838666
v5,0.007785931172167575,-2.3098958333377574e-05,-0.0035,-9.960937500000088e-07,0.0,1.8056275411193663
v6,0.0040204057964027115,-6.686197916661463e-05,-0.0085,-2.8385416666666943e-06,0.0,0.3933406641904396
vx,0.018850981586501125,-8.585937499961675e-05,-0.053,-1.0631510416666617e-05,0.0,0.4311200570799953
vy,0.012358165421657276,-0.0003091406250000259,0.012,8.658854166666955e-07,0.00025,5.50532337269332
vz,0.023478088236938362,0.00023217447916666135,0.0245,-1.4973958333345978e-07,0.0,10.42229939646614
