,channel_variance,mean_amplitude,median_amplitude,mean_derivative_value,median_derivative_value,power_spectral_density_max
i,2.5594515972467486,-5.803586309514544e-05,-0.111,4.630786921307925e-05,0.0,5.214752359972663
ii,3.1546481613964255,-4.137919540814105e-05,-0.1515,5.13157017631569e-05,0.00024999999999997247,53.47508366398507
iii,0.144037937898755,4.952838049557499e-05,0.049,5.0078325500783195e-06,0.0002500000000000002,73.36275317921358
avr,2.82102974010564,-0.00019965503449842194,0.14825,-4.8809702363097004e-05,0.0,11.064616875639816
avl,0.5631092884454854,0.00021586591341365288,0.016,2.065001833150024e-05,-0.0002500000000000002,26.47045016243314
avf,1.009499970009367,-8.774122595576997e-06,-0.0775,2.8163850281638597e-05,0.00024999999999997247,61.06944673070228
v1,0.611434492279634,2.9513715295965752e-05,0.025,2.253316335033167e-05,0.0,1.480048505099057
v2,0.5330386928551526,0.0001387319601369279,0.082,2.050836583008369e-05,0.0,5.7660126418845605
v3,0.19373497483974908,-0.00018327750558377951,0.0585,9.91775822417758e-06,0.0002500000000000002,36.633887232094295
v4,0.3603255686496967,-0.00017754891177651556,0.028,1.5879662033796573e-05,0.0002500000000000002,24.936739311577668
v5,0.04668909218726877,-0.0001213378662131028,-0.001,-1.562343765623126e-07,0.0002499999999999985,25.00686931211082
v6,0.21331871345960773,-0.0001703412992031284,-0.0455,1.134261573842594e-05,0.0,8.940011996471434
vx,0.03638618818923337,0.00016567926540791807,0.0545,2.8997100289970686e-06,0.0,3.197583599165278
vy,0.11250179902133356,0.00015665933406568193,-0.034,-4.647451921474388e-06,0.0,45.38371497508075
vz,0.04231383975049771,4.287487917856067e-05,0.0165,4.368313168683166e-06,0.0,13.734628228206327
